pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---pt interaction	2606	7955	3997	3080	1716	1216	834	568	330	130	161	22	8
home---secondary	5019	6666	1486	746	623	405	334	337	289	243	163	146	652
home---work	11210	12067	6130	4176	3124	2137	1497	1010	765	618	376	342	926
pt interaction---home	2536	7913	4100	3058	1704	1153	819	616	331	132	177	21	10
pt interaction---pt interaction	25482	36591	4793	2334	1363	519	334	224	204	68	23	2	0
pt interaction---secondary	3080	3404	1420	813	568	459	176	80	37	33	25	2	0
pt interaction---work	3514	4427	1840	1136	823	585	143	12	10	16	20	0	0
secondary---home	4797	6723	1921	643	541	373	316	325	288	237	169	144	647
secondary---pt interaction	3137	3526	1260	793	577	462	145	88	32	35	25	2	0
work---home	10162	14616	6967	3774	2492	1240	878	863	868	723	531	378	924
work---pt interaction	3608	4368	1732	1126	899	565	137	10	11	12	20	0	0

average leg duration: 709.8458139127388 seconds = 00:11:49
