pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---pt interaction	827	3018	1971	1829	1199	1069	674	571	330	132	125	25	9
home---secondary	294	433	328	621	899	1288	1540	1789	1870	1907	1608	1581	9002
home---work	873	1102	780	1273	2291	3057	3706	4097	4467	4454	3975	3808	15288
pt interaction---home	841	2932	2010	1889	1149	993	676	619	339	127	139	24	12
pt interaction---pt interaction	16658	23261	2008	31	1	0	1	0	1	0	1	0	1
pt interaction---secondary	1068	1227	643	435	277	208	99	32	17	21	17	2	0
pt interaction---work	1627	2347	1234	937	760	580	176	23	18	14	17	0	0
secondary---home	314	391	351	619	900	1291	1540	1792	1872	1907	1610	1580	8997
secondary---pt interaction	1117	1301	551	419	281	204	77	33	15	22	20	2	0
work---home	911	1030	817	1276	2295	3054	3710	4112	4482	4454	3972	3804	15279
work---pt interaction	1649	2350	1168	900	871	547	165	14	12	14	18	0	0

average leg duration: 2204.4971417813376 seconds = 00:36:44
