pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---pt interaction	1934	6739	4433	4023	2650	2223	1475	1094	713	261	281	47	7
home---secondary	1678	2029	533	503	660	924	1037	1149	1206	1159	956	949	5503
home---work	4999	5280	1125	991	1660	2051	2466	2595	2738	2683	2409	2259	8688
pt interaction---home	1908	6681	4460	4081	2588	2092	1464	1160	755	258	305	47	10
pt interaction---pt interaction	28835	47963	6187	1220	678	875	670	116	112	132	277	154	24
pt interaction---secondary	2336	2792	1372	901	615	485	232	82	33	44	28	0	0
pt interaction---work	3531	5124	2787	2027	1693	1346	313	63	23	23	30	0	0
secondary---home	1598	1963	682	502	650	924	1034	1155	1213	1158	957	937	5484
secondary---pt interaction	2427	2963	1177	866	644	491	181	93	28	43	36	0	0
work---home	5121	4875	1401	995	1677	2060	2482	2614	2769	2686	2421	2270	8673
work---pt interaction	3552	5176	2610	1951	1887	1254	323	40	15	23	29	0	0

average leg duration: 1360.5188701359587 seconds = 00:22:40
