pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---pt interaction	408	1558	1029	954	660	601	390	329	169	61	60	16	6
home---secondary	245	348	312	643	946	1363	1665	1931	2009	2068	1731	1719	9730
home---work	756	992	778	1322	2423	3261	3940	4470	4880	4862	4342	4148	16985
pt interaction---home	409	1526	1042	954	662	566	380	363	180	67	61	15	10
pt interaction---pt interaction	9361	13531	1243	31	0	0	0	0	0	0	0	0	0
pt interaction---secondary	677	769	362	289	164	126	52	22	8	11	13	3	0
pt interaction---work	791	1111	603	460	391	271	77	8	13	10	10	0	0
secondary---home	252	328	325	645	946	1364	1664	1934	2012	2064	1732	1718	9724
secondary---pt interaction	723	795	317	273	171	121	41	24	3	14	13	3	0
work---home	768	943	814	1327	2422	3260	3939	4473	4885	4863	4343	4153	16976
work---pt interaction	794	1134	575	423	446	251	76	11	9	10	9	0	0

average leg duration: 2586.3881393328193 seconds = 00:43:06
