pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---pt interaction	717	2727	1795	1669	1076	987	623	526	303	117	117	18	7
home---secondary	286	373	323	621	922	1316	1578	1821	1899	1921	1633	1630	9117
home---work	856	1097	769	1293	2314	3137	3744	4157	4557	4538	4023	3818	15685
pt interaction---home	716	2674	1844	1672	1037	927	619	572	319	110	130	15	9
pt interaction---pt interaction	14753	21599	1868	44	0	1	1	0	0	0	0	0	0
pt interaction---secondary	963	1210	576	403	249	182	97	31	20	19	13	3	0
pt interaction---work	1459	2112	1099	796	706	538	150	21	11	9	15	0	0
secondary---home	268	367	343	619	920	1316	1575	1828	1900	1921	1637	1629	9112
secondary---pt interaction	1021	1251	522	386	248	189	69	33	15	20	14	3	0
work---home	878	1020	822	1303	2316	3134	3752	4167	4573	4546	4026	3817	15677
work---pt interaction	1475	2139	1012	752	814	484	153	10	12	7	15	0	0

average leg duration: 2275.1844942320863 seconds = 00:37:55
