pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---pt interaction	1930	6785	4439	4025	2590	2202	1498	1087	697	293	269	42	10
home---secondary	2337	2866	659	463	597	797	895	1006	1061	1004	837	845	4644
home---work	6983	7221	1370	923	1478	1823	2169	2239	2368	2282	2051	1905	7420
pt interaction---home	1878	6715	4529	4006	2546	2087	1478	1148	720	297	291	44	12
pt interaction---pt interaction	28433	47960	6238	1325	990	720	686	269	124	93	237	177	28
pt interaction---secondary	2454	2877	1380	960	629	493	212	88	26	44	32	0	0
pt interaction---work	3458	5105	2694	1973	1658	1336	300	55	33	26	34	0	0
secondary---home	2297	2734	841	470	588	797	886	1014	1068	1007	837	841	4630
secondary---pt interaction	2538	3025	1201	933	636	491	176	96	20	41	39	0	0
work---home	6911	6898	1762	925	1491	1839	2183	2261	2410	2299	2058	1911	7401
work---pt interaction	3485	5120	2518	1914	1873	1223	305	34	22	27	34	0	0

average leg duration: 1246.0790868656347 seconds = 00:20:46
