Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
73	23:00:33	23:00:33	23:00:33	23:00:33	23:00:33	23:00:33			23:00:34	23:00:34	23:00:34	23:00:34	23:00:45	23:00:45	23:00:45	23:00:45	23:00:45	23:00:45			23:00:45	23:00:45		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:12
74	23:00:45	23:00:45	23:00:45	23:00:45	23:00:46	23:00:46			23:00:46	23:00:46	23:00:46	23:00:46	23:00:56	23:00:56	23:00:56	23:00:56	23:00:56	23:00:56			23:00:57	23:00:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:11
75	23:00:57	23:00:57	23:00:57	23:00:57	23:00:57	23:00:57			23:00:57	23:00:57	23:00:57	23:00:57	23:01:08	23:01:08	23:01:08	23:01:08	23:01:08	23:01:08			23:01:09	23:01:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:11
76	23:01:09	23:01:09	23:01:09	23:01:09	23:01:09	23:01:09			23:01:09	23:01:09	23:01:09	23:01:09	23:01:21	23:01:21	23:01:21	23:01:21	23:01:21	23:01:21			23:01:22	23:01:22		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:13
77	23:01:22	23:01:22	23:01:22	23:01:22	23:01:22	23:01:22			23:01:22	23:01:22	23:01:23	23:01:23	23:01:36	23:01:36	23:01:36	23:01:36	23:01:36	23:01:36			23:01:37	23:01:37		00:00:00	00:00:00		00:00:00	00:00:00	00:00:13	00:00:00	00:00:00		00:00:00	00:00:14
78	23:01:37	23:01:37	23:01:37	23:01:37	23:01:37	23:01:37			23:01:37	23:01:37	23:01:37	23:01:37	23:01:50	23:01:50	23:01:50	23:01:50	23:01:50	23:01:50			23:01:51	23:01:51		00:00:00	00:00:00		00:00:00	00:00:00	00:00:13	00:00:00	00:00:00		00:00:00	00:00:14
79	23:01:51	23:01:51	23:01:51	23:01:51	23:01:51	23:01:51			23:01:51	23:01:51	23:01:52	23:01:52	23:02:03	23:02:03	23:02:04	23:02:04	23:02:04	23:02:04			23:02:04	23:02:04		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:13
80	23:02:04	23:02:04	23:02:04	23:02:04	23:02:05	23:02:05			23:02:05	23:02:05	23:02:05	23:02:05	23:02:14	23:02:14	23:02:14	23:02:14	23:02:14	23:02:14	23:02:14	23:02:14	23:02:15	23:02:15		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00	00:00:00	00:00:00	00:00:10
81	23:02:15	23:02:15	23:02:15	23:02:15	23:02:15	23:02:15			23:02:15	23:02:15	23:02:16	23:02:16	23:02:26	23:02:26	23:02:26	23:02:26	23:02:26	23:02:26			23:02:27	23:02:27		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:12
82	23:02:27	23:02:27	23:02:27	23:02:27	23:02:28	23:02:28			23:02:28	23:02:28	23:02:28	23:02:28	23:02:38	23:02:38	23:02:38	23:02:38	23:02:38	23:02:38			23:02:39	23:02:39		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:11
83	23:02:39	23:02:39	23:02:39	23:02:39	23:02:39	23:02:39			23:02:39	23:02:39	23:02:39	23:02:39	23:02:50	23:02:50	23:02:50	23:02:50	23:02:50	23:02:50			23:02:51	23:02:51		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
84	23:02:51	23:02:51	23:02:51	23:02:51	23:02:51	23:02:51			23:02:52	23:02:52	23:02:52	23:02:52	23:03:03	23:03:03	23:03:03	23:03:03	23:03:03	23:03:03			23:03:04	23:03:04		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
85	23:03:04	23:03:04	23:03:04	23:03:04	23:03:04	23:03:04			23:03:04	23:03:04	23:03:05	23:03:05	23:03:17	23:03:17	23:03:17	23:03:17	23:03:17	23:03:17			23:03:17	23:03:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:12	00:00:00	00:00:00		00:00:00	00:00:13
86	23:03:18	23:03:18	23:03:18	23:03:18	23:03:18	23:03:18			23:03:18	23:03:18	23:03:18	23:03:18	23:03:29	23:03:29	23:03:29	23:03:29	23:03:29	23:03:29			23:03:30	23:03:30		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:12
87	23:03:30	23:03:30	23:03:30	23:03:30	23:03:30	23:03:30			23:03:30	23:03:30	23:03:31	23:03:31	23:03:43	23:03:43	23:03:43	23:03:43	23:03:43	23:03:43			23:03:44	23:03:44		00:00:00	00:00:00		00:00:00	00:00:00	00:00:12	00:00:00	00:00:00		00:00:00	00:00:13
88	23:03:44	23:03:44	23:03:44	23:03:44	23:03:44	23:03:44			23:03:44	23:03:44	23:03:44	23:03:44	23:03:57	23:03:57	23:03:57	23:03:57	23:03:57	23:03:57			23:03:57	23:03:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:12	00:00:00	00:00:00		00:00:00	00:00:13
89	23:03:57	23:03:57	23:03:58	23:03:58	23:03:58	23:03:58			23:03:58	23:03:58	23:03:58	23:03:58	23:04:09	23:04:09	23:04:10	23:04:10	23:04:10	23:04:10			23:04:10	23:04:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
90	23:04:10	23:04:10	23:04:10	23:04:10	23:04:11	23:04:11			23:04:11	23:04:11	23:04:11	23:04:11	23:04:22	23:04:22	23:04:22	23:04:22	23:04:22	23:04:22	23:04:22	23:04:22	23:04:22	23:04:22		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00	00:00:00	00:00:00	00:00:12
91	23:04:22	23:04:22	23:04:23	23:04:23	23:04:23	23:04:23			23:04:23	23:04:23	23:04:23	23:04:23	23:04:34	23:04:34	23:04:34	23:04:34	23:04:34	23:04:34			23:04:35	23:04:35		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:12
92	23:04:35	23:04:35	23:04:35	23:04:35	23:04:35	23:04:35			23:04:35	23:04:35	23:04:35	23:04:35	23:04:45	23:04:45	23:04:45	23:04:45	23:04:46	23:04:46			23:04:46	23:04:46		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:11
93	23:04:46	23:04:46	23:04:46	23:04:46	23:04:47	23:04:47			23:04:47	23:04:47	23:04:47	23:04:47	23:04:59	23:04:59	23:04:59	23:04:59	23:04:59	23:04:59			23:04:59	23:04:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:13
94	23:04:59	23:04:59	23:04:59	23:04:59	23:05:00	23:05:00			23:05:00	23:05:00	23:05:00	23:05:00	23:05:11	23:05:11	23:05:11	23:05:11	23:05:11	23:05:11			23:05:12	23:05:12		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
95	23:05:12	23:05:12	23:05:12	23:05:12	23:05:12	23:05:12			23:05:12	23:05:12	23:05:13	23:05:13	23:05:24	23:05:24	23:05:24	23:05:24	23:05:24	23:05:24			23:05:25	23:05:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
96	23:05:25	23:05:25	23:05:25	23:05:25	23:05:25	23:05:25			23:05:25	23:05:25	23:05:26	23:05:26	23:05:38	23:05:38	23:05:38	23:05:38	23:05:38	23:05:38			23:05:39	23:05:39		00:00:00	00:00:00		00:00:00	00:00:00	00:00:12	00:00:00	00:00:00		00:00:00	00:00:13
97	23:05:39	23:05:39	23:05:39	23:05:39	23:05:39	23:05:39			23:05:39	23:05:39	23:05:39	23:05:39	23:05:55	23:05:55	23:05:55	23:05:55	23:05:55	23:05:55			23:05:56	23:05:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:15	00:00:00	00:00:00		00:00:00	00:00:16
98	23:05:56	23:05:56	23:05:56	23:05:56	23:05:56	23:05:56			23:05:56	23:05:56	23:05:56	23:05:56	23:06:11	23:06:11	23:06:11	23:06:11	23:06:11	23:06:11			23:06:12	23:06:12		00:00:00	00:00:00		00:00:00	00:00:00	00:00:14	00:00:00	00:00:00		00:00:00	00:00:15
99	23:06:12	23:06:12	23:06:12	23:06:12	23:06:12	23:06:12			23:06:12	23:06:12	23:06:12	23:06:12	23:06:28	23:06:28	23:06:28	23:06:28	23:06:28	23:06:28			23:06:29	23:06:29		00:00:00	00:00:00		00:00:00	00:00:00	00:00:15	00:00:00	00:00:00		00:00:00	00:00:17
100	23:06:29	23:06:29	23:06:29	23:06:29	23:06:29	23:06:29			23:06:29	23:06:29	23:06:30	23:06:30	23:06:43	23:06:43	23:06:43	23:06:43	23:06:43	23:06:43	23:06:43	23:06:43	23:06:48	23:06:48		00:00:00	00:00:00		00:00:00	00:00:00	00:00:13	00:00:00	00:00:00	00:00:00	00:00:04	00:00:18
101	23:06:48	23:06:48	23:06:48	23:06:48	23:06:48	23:06:48			23:06:48	23:06:48	23:06:48	23:06:48	23:07:00	23:07:00	23:07:00	23:07:00	23:07:00	23:07:00			23:07:01	23:07:01		00:00:00	00:00:00		00:00:00	00:00:00	00:00:12	00:00:00	00:00:00		00:00:00	00:00:13
102	23:07:01	23:07:01	23:07:01	23:07:01	23:07:01	23:07:01			23:07:01	23:07:01	23:07:02	23:07:02	23:07:12	23:07:12	23:07:12	23:07:12	23:07:12	23:07:12			23:07:12	23:07:12		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:11
103	23:07:12	23:07:12	23:07:13	23:07:13	23:07:13	23:07:13			23:07:13	23:07:13	23:07:13	23:07:13	23:07:25	23:07:25	23:07:25	23:07:25	23:07:25	23:07:25			23:07:25	23:07:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
104	23:07:25	23:07:25	23:07:26	23:07:26	23:07:26	23:07:26			23:07:26	23:07:26	23:07:26	23:07:26	23:07:39	23:07:39	23:07:39	23:07:39	23:07:39	23:07:39			23:07:40	23:07:40		00:00:00	00:00:00		00:00:00	00:00:00	00:00:12	00:00:00	00:00:00		00:00:00	00:00:14
105	23:07:40	23:07:40	23:07:40	23:07:40	23:07:40	23:07:40			23:07:40	23:07:40	23:07:41	23:07:41	23:07:53	23:07:53	23:07:54	23:07:54	23:07:54	23:07:54			23:07:54	23:07:54		00:00:00	00:00:00		00:00:00	00:00:00	00:00:12	00:00:00	00:00:00		00:00:00	00:00:14
106	23:07:54	23:07:54	23:07:54	23:07:54	23:07:55	23:07:55			23:07:55	23:07:55	23:07:55	23:07:55	23:08:05	23:08:05	23:08:05	23:08:05	23:08:05	23:08:05			23:08:06	23:08:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:11
107	23:08:06	23:08:06	23:08:06	23:08:06	23:08:06	23:08:06			23:08:06	23:08:06	23:08:07	23:08:07	23:08:18	23:08:18	23:08:18	23:08:18	23:08:18	23:08:18			23:08:19	23:08:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
108	23:08:19	23:08:19	23:08:19	23:08:19	23:08:19	23:08:19			23:08:19	23:08:19	23:08:19	23:08:19	23:08:31	23:08:31	23:08:31	23:08:31	23:08:31	23:08:31			23:08:32	23:08:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
109	23:08:32	23:08:32	23:08:32	23:08:32	23:08:32	23:08:32			23:08:32	23:08:32	23:08:32	23:08:32	23:08:42	23:08:42	23:08:42	23:08:42	23:08:42	23:08:42			23:08:43	23:08:43		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:11
110	23:08:43	23:08:43	23:08:43	23:08:43	23:08:43	23:08:43			23:08:44	23:08:44	23:08:44	23:08:44	23:08:54	23:08:54	23:08:54	23:08:54	23:08:55	23:08:55	23:08:55	23:08:55	23:08:55	23:08:55		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00	00:00:00	00:00:00	00:00:12
111	23:08:55	23:08:55	23:08:55	23:08:55	23:08:55	23:08:55			23:08:56	23:08:56	23:08:56	23:08:56	23:09:06	23:09:06	23:09:06	23:09:06	23:09:06	23:09:06			23:09:07	23:09:07		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:11
112	23:09:07	23:09:07	23:09:07	23:09:07	23:09:07	23:09:07			23:09:07	23:09:07	23:09:08	23:09:08	23:09:20	23:09:20	23:09:20	23:09:20	23:09:21	23:09:21			23:09:21	23:09:21		00:00:00	00:00:00		00:00:00	00:00:00	00:00:12	00:00:00	00:00:00		00:00:00	00:00:14
113	23:09:21	23:09:21	23:09:21	23:09:21	23:09:22	23:09:22			23:09:22	23:09:22	23:09:22	23:09:22	23:09:33	23:09:33	23:09:33	23:09:33	23:09:33	23:09:33			23:09:34	23:09:34		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
114	23:09:34	23:09:34	23:09:34	23:09:34	23:09:34	23:09:34			23:09:34	23:09:34	23:09:35	23:09:35	23:09:44	23:09:44	23:09:44	23:09:44	23:09:44	23:09:44			23:09:45	23:09:45		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:10
115	23:09:45	23:09:45	23:09:45	23:09:45	23:09:45	23:09:45			23:09:46	23:09:46	23:09:46	23:09:46	23:09:57	23:09:57	23:09:57	23:09:57	23:09:57	23:09:57			23:09:58	23:09:58		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
116	23:09:58	23:09:58	23:09:58	23:09:58	23:09:58	23:09:58			23:09:58	23:09:58	23:09:58	23:09:58	23:10:10	23:10:10	23:10:10	23:10:10	23:10:10	23:10:10			23:10:11	23:10:11		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:13
117	23:10:11	23:10:11	23:10:11	23:10:11	23:10:11	23:10:11			23:10:11	23:10:11	23:10:12	23:10:12	23:10:22	23:10:22	23:10:22	23:10:22	23:10:22	23:10:22			23:10:23	23:10:23		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:12
118	23:10:23	23:10:23	23:10:23	23:10:23	23:10:23	23:10:23			23:10:24	23:10:24	23:10:24	23:10:24	23:10:35	23:10:35	23:10:35	23:10:35	23:10:35	23:10:35			23:10:36	23:10:36		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
119	23:10:36	23:10:36	23:10:36	23:10:36	23:10:36	23:10:36			23:10:36	23:10:36	23:10:37	23:10:37	23:10:49	23:10:49	23:10:49	23:10:49	23:10:49	23:10:49			23:10:49	23:10:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:13
120	23:10:49	23:10:49	23:10:49	23:10:49	23:10:50	23:10:50			23:10:50	23:10:50	23:10:50	23:10:50	23:11:01	23:11:01	23:11:01	23:11:01	23:11:01	23:11:01	23:11:01	23:11:01	23:11:02	23:11:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00	00:00:00	00:00:00	00:00:12
121	23:11:02	23:11:02	23:11:02	23:11:02	23:11:02	23:11:02			23:11:02	23:11:02	23:11:03	23:11:03	23:11:12	23:11:12	23:11:12	23:11:12	23:11:12	23:11:12			23:11:13	23:11:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:10
122	23:11:13	23:11:13	23:11:13	23:11:13	23:11:13	23:11:13			23:11:13	23:11:13	23:11:14	23:11:14	23:11:25	23:11:25	23:11:25	23:11:25	23:11:26	23:11:26			23:11:26	23:11:26		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:13
123	23:11:26	23:11:26	23:11:26	23:11:26	23:11:27	23:11:27			23:11:27	23:11:27	23:11:27	23:11:27	23:11:37	23:11:37	23:11:38	23:11:38	23:11:38	23:11:38			23:11:38	23:11:38		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:12
124	23:11:38	23:11:38	23:11:38	23:11:38	23:11:39	23:11:39			23:11:39	23:11:39	23:11:39	23:11:39	23:11:49	23:11:49	23:11:49	23:11:49	23:11:49	23:11:49			23:11:50	23:11:50		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:11
125	23:11:50	23:11:50	23:11:50	23:11:50	23:11:50	23:11:50			23:11:50	23:11:50	23:11:51	23:11:51	23:12:00	23:12:00	23:12:00	23:12:00	23:12:01	23:12:01			23:12:01	23:12:01		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:11
126	23:12:01	23:12:01	23:12:01	23:12:01	23:12:02	23:12:02			23:12:02	23:12:02	23:12:02	23:12:02	23:12:12	23:12:12	23:12:12	23:12:12	23:12:12	23:12:12			23:12:13	23:12:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:11
127	23:12:13	23:12:13	23:12:13	23:12:13	23:12:13	23:12:13			23:12:13	23:12:13	23:12:14	23:12:14	23:12:24	23:12:24	23:12:24	23:12:24	23:12:24	23:12:24			23:12:25	23:12:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:11
128	23:12:25	23:12:25	23:12:25	23:12:25	23:12:25	23:12:25			23:12:25	23:12:25	23:12:26	23:12:26	23:12:36	23:12:36	23:12:36	23:12:36	23:12:36	23:12:36			23:12:37	23:12:37		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:12
129	23:12:37	23:12:37	23:12:37	23:12:37	23:12:37	23:12:37			23:12:37	23:12:37	23:12:38	23:12:38	23:12:48	23:12:48	23:12:48	23:12:48	23:12:48	23:12:48			23:12:49	23:12:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:11
130	23:12:49	23:12:49	23:12:49	23:12:49	23:12:49	23:12:49			23:12:49	23:12:49	23:12:49	23:12:49	23:13:01	23:13:01	23:13:01	23:13:01	23:13:01	23:13:01	23:13:01	23:13:01	23:13:01	23:13:01		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00	00:00:00	00:00:00	00:00:12
131	23:13:02	23:13:02	23:13:02	23:13:02	23:13:02	23:13:02			23:13:02	23:13:02	23:13:02	23:13:02	23:13:12	23:13:12	23:13:12	23:13:12	23:13:12	23:13:12			23:13:13	23:13:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:11
132	23:13:13	23:13:13	23:13:13	23:13:13	23:13:13	23:13:13			23:13:13	23:13:13	23:13:14	23:13:14	23:13:24	23:13:24	23:13:24	23:13:24	23:13:24	23:13:24			23:13:25	23:13:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:11
133	23:13:25	23:13:25	23:13:25	23:13:25	23:13:25	23:13:25			23:13:25	23:13:25	23:13:25	23:13:25	23:13:36	23:13:36	23:13:36	23:13:36	23:13:36	23:13:36			23:13:36	23:13:36		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:11
134	23:13:37	23:13:37	23:13:37	23:13:37	23:13:37	23:13:37			23:13:37	23:13:37	23:13:37	23:13:37	23:13:49	23:13:49	23:13:49	23:13:49	23:13:49	23:13:49			23:13:50	23:13:50		00:00:00	00:00:00		00:00:00	00:00:00	00:00:12	00:00:00	00:00:00		00:00:00	00:00:13
135	23:13:50	23:13:50	23:13:50	23:13:50	23:13:51	23:13:51			23:13:51	23:13:51	23:13:51	23:13:51	23:14:01	23:14:01	23:14:01	23:14:01	23:14:01	23:14:01			23:14:02	23:14:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:11
136	23:14:02	23:14:02	23:14:02	23:14:02	23:14:02	23:14:02			23:14:02	23:14:02	23:14:03	23:14:03	23:14:12	23:14:12	23:14:12	23:14:12	23:14:13	23:14:13			23:14:13	23:14:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:11
137	23:14:13	23:14:13	23:14:13	23:14:13	23:14:14	23:14:14			23:14:14	23:14:14	23:14:14	23:14:14	23:14:25	23:14:25	23:14:25	23:14:25	23:14:25	23:14:25			23:14:26	23:14:26		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
138	23:14:26	23:14:26	23:14:26	23:14:26	23:14:26	23:14:26			23:14:26	23:14:26	23:14:27	23:14:27	23:14:37	23:14:37	23:14:37	23:14:37	23:14:37	23:14:37			23:14:37	23:14:37		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:11
139	23:14:38	23:14:38	23:14:38	23:14:38	23:14:38	23:14:38			23:14:38	23:14:38	23:14:38	23:14:38	23:14:50	23:14:50	23:14:50	23:14:50	23:14:50	23:14:50			23:14:51	23:14:51		00:00:00	00:00:00		00:00:00	00:00:00	00:00:12	00:00:00	00:00:00		00:00:00	00:00:13
140	23:14:51	23:14:51	23:14:51	23:14:51	23:14:51	23:14:51			23:14:52	23:14:52	23:14:52	23:14:52	23:15:02	23:15:02	23:15:02	23:15:02	23:15:02	23:15:02	23:15:02	23:15:02	23:15:03	23:15:03		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00	00:00:00	00:00:00	00:00:11
141	23:15:03	23:15:03	23:15:03	23:15:03	23:15:03	23:15:03			23:15:03	23:15:03	23:15:04	23:15:04	23:15:13	23:15:13	23:15:13	23:15:13	23:15:13	23:15:13			23:15:14	23:15:14		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:11
142	23:15:14	23:15:14	23:15:14	23:15:14	23:15:14	23:15:14			23:15:14	23:15:14	23:15:15	23:15:15	23:15:26	23:15:26	23:15:26	23:15:26	23:15:26	23:15:26			23:15:27	23:15:27		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:00	00:00:12
143	23:15:27	23:15:27	23:15:27	23:15:27	23:15:27	23:15:27			23:15:27	23:15:27	23:15:27	23:15:27	23:15:38	23:15:38	23:15:38	23:15:38	23:15:38	23:15:38			23:15:39	23:15:39		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:12
144	23:15:39	23:15:39	23:15:39	23:15:39	23:15:39	23:15:39			23:15:39	23:15:39	23:15:39	23:15:39	23:15:49	23:15:49	23:15:49	23:15:49	23:15:49	23:15:49			23:15:49	23:15:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:10
145	23:15:49	23:15:49	23:15:49	23:15:49	23:15:50	23:15:50			23:15:50	23:15:50	23:15:50	23:15:50	23:16:01	23:16:01	23:16:01	23:16:01	23:16:01	23:16:01			23:16:02	23:16:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:12
146	23:16:02	23:16:02	23:16:02	23:16:02	23:16:02	23:16:02			23:16:02	23:16:02	23:16:02	23:16:02	23:16:11	23:16:11	23:16:12	23:16:12	23:16:12	23:16:12			23:16:12	23:16:12		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:10
147	23:16:12	23:16:12	23:16:12	23:16:12	23:16:13	23:16:13			23:16:13	23:16:13	23:16:13	23:16:13	23:16:24	23:16:24	23:16:24	23:16:24	23:16:24	23:16:24			23:16:25	23:16:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:12
148	23:16:25	23:16:25	23:16:25	23:16:25	23:16:25	23:16:25			23:16:25	23:16:25	23:16:25	23:16:25	23:16:35	23:16:35	23:16:35	23:16:35	23:16:35	23:16:35			23:16:36	23:16:36		00:00:00	00:00:00		00:00:00	00:00:00	00:00:10	00:00:00	00:00:00		00:00:00	00:00:11
149	23:16:36	23:16:36	23:16:36	23:16:36	23:16:37	23:16:37			23:16:37	23:16:37	23:16:37	23:16:37	23:16:46	23:16:46	23:16:46	23:16:46	23:16:46	23:16:46			23:16:47	23:16:47		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:10
150	23:16:47	23:16:47	23:16:47	23:16:47	23:16:47	23:16:47			23:16:47	23:16:47	23:16:47	23:16:47	23:17:06	23:17:06	23:17:06	23:17:06	23:17:06	23:17:06	23:17:06	23:17:06	23:17:11	23:17:11		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00	00:00:00	00:00:04	00:00:24
