Iteration	car	pt	walk
0	0.7818095351325645	0.2181904648674355	0.0
1	0.731137795743669	0.22887884912614434	0.03998335513018666
2	0.6882772559743193	0.23816430864344312	0.07355843538223755
3	0.6511948638687434	0.24652241112828438	0.1022827250029723
4	0.6195577220306742	0.2563428843181548	0.12409939365117109
5	0.5927951492093687	0.2620259184401379	0.1451789323504934
6	0.5699797883723695	0.26791106883842586	0.1621091427892046
7	0.5508500772797527	0.2734871002258947	0.17566282249435264
8	0.5324456069432886	0.2770895256212103	0.19046486743550112
9	0.5176316728094162	0.2816430864344311	0.20072524075615267
10	0.50486267982404	0.28497206039709905	0.21016525977886102
11	0.49445963619070266	0.28887171561051006	0.2166686481987873
12	0.48555463084056594	0.2905837593627393	0.2238616097966948
13	0.4763761740577815	0.2925930329330638	0.2310307930091547
14	0.4685887528236833	0.29615979075020804	0.23525145642610867
15	0.4607656640114136	0.2988110807276186	0.24042325526096778
16	0.45293068600642017	0.3010819165378671	0.24598739745571277
17	0.44754488170253237	0.3033051955772203	0.2491499227202473
18	0.4434906669837118	0.3059089287837356	0.2506004042325526
19	0.4406610391154441	0.3072761859469742	0.2520627749375817
20	0.43667815955296635	0.3084651052193556	0.25485673522767804
21	0.4323148258233266	0.3104149328260611	0.25727024135061227
22	0.43059089287837354	0.31062893829508975	0.2587801688265367
23	0.4293544168350969	0.3119843062656046	0.2586612768992985
24	0.42789204613006776	0.3117584116038521	0.26034954226608015
25	0.4277255974319344	0.31456426108667224	0.25771014148139343
26	0.4271668053739151	0.3161336345262157	0.2566995600998692
27	0.4273570324574961	0.31801212697657827	0.25463084056592555
28	0.4260492212578766	0.32078230888122694	0.2531684698608965
29	0.4264653430032101	0.3220782308881227	0.2514564261086672
30	0.4300321008203543	0.3217453334918559	0.2482225656877898
31	0.43177981215075495	0.3224230174771133	0.24579717037213172
32	0.43296873142313635	0.3227796932588277	0.2442515753180359
33	0.43604803233860423	0.3231958150041612	0.24075615265723457
34	0.43916300083224347	0.3235881583640471	0.23724884080370942
35	0.4406610391154441	0.32482463440732373	0.2345143264772322
36	0.4451908215432172	0.3256212103198193	0.2291879681369635
37	0.45002972298180954	0.3249554155272857	0.22501486149090477
38	0.45255023183925813	0.3250386398763524	0.2224111282843895
39	0.45540363809297346	0.32450362620378076	0.22009273570324575
40	0.460230650338842	0.3246344073237427	0.21513494233741529
41	0.46486743550112947	0.3237427178694567	0.21138984662941387
42	0.46808940672928306	0.3246938532873618	0.20721673998335513
43	0.47295208655332305	0.32390916656759006	0.20313874687908692
44	0.47669718226132446	0.32349304482225655	0.19980977291641897
45	0.4803114968493639	0.3234098204731899	0.1962786826774462
46	0.4838306978956129	0.324039947687552	0.1921293544168351
47	0.4878373558435382	0.322185233622637	0.18997741053382475
48	0.489834740221139	0.32237546070621803	0.18778979907264295
49	0.49385328736178813	0.32301747711330403	0.18312923552490787
50	0.4959220068957318	0.3233741528950184	0.1807038402092498
51	0.4995125430983236	0.3231007014623707	0.17738675543930568
52	0.5044941148496017	0.32144810367376053	0.17405778147663772
53	0.5069432885507074	0.32094875757936037	0.17210795386993225
54	0.5101533705861372	0.32153132802282725	0.16831530139103554
55	0.5141838069195102	0.3211389846629414	0.16467720841754846
56	0.5174176673403876	0.32093686838663654	0.16164546427297585
57	0.5204256330995125	0.32111520627749374	0.1584591606229937
58	0.5237546070621805	0.3197241707288075	0.15652122220901202
59	0.5245511829746761	0.3186184758054928	0.15683034121983117
60	0.5284270598026394	0.31871358934728333	0.1528593508500773
61	0.5311496849363928	0.3180240161693021	0.15082629889430507
62	0.5337890857210795	0.317072880751397	0.14913803352752347
63	0.5355843538223755	0.31727499702770184	0.14714064914992273
64	0.5390322197122815	0.31645464272975865	0.1445131375579598
65	0.5420639638568541	0.31437403400309116	0.14356200214005468
66	0.5437165616454642	0.3149566044465581	0.14132683390797765
67	0.5454404945904173	0.31493282606111045	0.13962667934847223
68	0.548079895375104	0.3144334799667103	0.1374866246581857
69	0.5513494233741529	0.31450481512305317	0.13414576150279395
70	0.5521578884793723	0.31363690405421474	0.13420520746641304
71	0.5525383426465343	0.31423136369040544	0.13323029366306027
72	0.5564736654381167	0.31322078230888123	0.13030555225300203
73	0.5577458090595648	0.31278088217810013	0.12947330876233504
74	0.5577695874450125	0.3135417905124242	0.12868862204256332
75	0.5593389608845559	0.31205564142194747	0.1286053976934966
76	0.5609202235168232	0.31174652241112827	0.1273332540720485
77	0.5618713589347283	0.3116038520984425	0.12652478896682914
78	0.5632623944834145	0.3111758411603852	0.1255617643562002
79	0.566044465580787	0.3077279752704791	0.1262275591487338
80	0.5664605873261206	0.30796575912495544	0.12557365354892402
81	0.5694685530852455	0.3074664130305552	0.12306503388419926
82	0.5708952562121032	0.3045773391986684	0.1245274045892284
83	0.5714659374628462	0.30510046367851623	0.1234335988586375
84	0.5737367732730948	0.30554036380929733	0.12072286291760789
85	0.5743906788729045	0.30546902865295444	0.120140292474141
86	0.5747354654618951	0.30486267982404	0.12040185471406492
87	0.5756747116870764	0.30565925573653546	0.11866603257638807
88	0.5761621685887528	0.30428010938057304	0.11955772203067412
89	0.5789680180715729	0.30366187135893474	0.11737011056949233
90	0.5777790987991915	0.3051242420639639	0.11709665913684461
91	0.5792533586969445	0.30399476875520154	0.116751872547854
92	0.5791939127333254	0.3039709903697539	0.1168350968969207
93	0.5794435857805255	0.3041255498751635	0.11643086434431102
