Iteration	car	pt	walk
94	0.5812982998454405	0.302686957555582	0.11601474259897752
95	0.5828557840922601	0.3027939602900963	0.11435025561764356
96	0.5834978004993461	0.3029722981809535	0.1135299013197004
97	0.5837355843538223	0.3024610628938295	0.11380335275234811
98	0.5856616335750803	0.3022946141956961	0.11204375222922364
99	0.5848888360480323	0.3025205088574486	0.11259065509451908
100	0.5857686363095945	0.30233028177386756	0.11190108191653787
101	0.5869932231601475	0.30095113541790514	0.11205564142194745
102	0.5869813339674236	0.30097491380335273	0.11204375222922364
103	0.58631553917489	0.3014623707050291	0.11222209012008084
104	0.5871002258946617	0.30046367851622874	0.1124360955891095
105	0.5872666745927951	0.30004755677089523	0.1126857686363096
106	0.5894423968612531	0.29802639400784686	0.1125312091309
107	0.5892759481631197	0.2985970752585899	0.11212697657829034
108	0.5892997265485673	0.29958387825466654	0.11111639519676614
109	0.5900011889192723	0.2984187373677327	0.11158007371299489
110	0.5897515158720723	0.29906075377481867	0.11118773035310903
111	0.5893116157412912	0.29979788372369515	0.11089050053501368
112	0.5903221971228153	0.29946498632742835	0.11021281654975627
113	0.5897158482939009	0.29869218880038045	0.1115919629057187
114	0.5903697538937106	0.29920342408750444	0.11042682201878493
115	0.591047437878968	0.29887052669123765	0.11008203542979432
116	0.5908334324099394	0.298335513018666	0.1108310545713946
117	0.5921412436095589	0.29839495898228513	0.10946379740815598
118	0.5917251218642254	0.29827606705504695	0.10999881108072762
119	0.5905124242063964	0.300511235287124	0.10897634050647961
120	0.5914873380097492	0.3004042325526097	0.10810842943764118
121	0.5915467839733682	0.29980977291641897	0.10864344311021282
122	0.5923195815004161	0.2984900725240756	0.10919034597550827
123	0.5934252764237308	0.29835929140411366	0.10821543217215551
124	0.5924622518131019	0.2993817619783617	0.10815598620853643
125	0.592711924860302	0.2987159671858281	0.10857210795386993
126	0.5935917251218642	0.2972654856735228	0.10914278920461301
127	0.5929140411366068	0.2990131970039234	0.10807276185946975
128	0.5946023065033884	0.2978956128878849	0.10750208060872667
129	0.5932350493401498	0.29828795624777077	0.10847699441207942
130	0.5924741410058257	0.2990488645820949	0.10847699441207942
131	0.5936155035073118	0.29775294257519913	0.10863155391748901
132	0.5953513256449887	0.2976697182261324	0.10697895612887885
133	0.5953869932231601	0.29699203424087506	0.10762097253596481
134	0.594435857805255	0.2972654856735228	0.10829865652122221
135	0.5965640233028178	0.2955177743431221	0.10791820235406016
136	0.593865176554512	0.29673047200095115	0.10940435144453692
137	0.5945309713470456	0.2969682558554274	0.10850077279752705
138	0.5942575199143978	0.29687314231363693	0.10886933777196528
139	0.5960765664011414	0.2963619070265129	0.10756152657234573
140	0.5945547497324931	0.2973011532516942	0.10814409701581262
141	0.5955177743431221	0.2980382832005707	0.10644394245630721
142	0.5970039234335989	0.297634050647961	0.10536202591844014
143	0.595589109499465	0.2972060397099037	0.10720485079063131
144	0.5958982285102842	0.29687314231363693	0.10722862917607895
145	0.5972060397099037	0.295779336583046	0.1070146237070503
146	0.5951610985614076	0.2971941505171799	0.10764475092141243
147	0.5968255855427417	0.29580311496849365	0.10737129948876471
148	0.596421352990132	0.29579122577576983	0.10778742123409821
149	0.5956842230412555	0.29675425038639874	0.10756152657234573
150	0.5970158126263226	0.2963024610628938	0.1066817263107835
