ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
64	19.909959447010223	19.40834277082874	19.977227249087456	20.3459586137448
65	19.919151278335608	19.43972672382557	19.988921838203222	20.347635040461192
66	19.930683178893684	19.482338386978007	20.002227458934062	20.349420920672152
67	19.938248519696156	19.514522212981664	20.013215045634723	20.35103318464389
68	19.945719747219247	19.542301568889698	20.023167907407743	20.35257958548525
69	19.956142176554017	19.569298611194846	20.032920495974512	20.354081368873924
70	19.954996792312702	19.58654350650982	20.041107307774695	20.355670486797116
71	19.964976309763014	19.614609570617716	20.050971630053017	20.357262227119946
72	19.97277137896693	19.63855394517295	20.060002454965456	20.358667074264066
73	19.97603328476332	19.6590170206983	20.067894074314083	20.360239997545282
74	19.984839054328596	19.676920115195223	20.075732193984287	20.361753090361283
75	19.986945622717204	19.690511499705046	20.082496075208294	20.36300787277439
76	19.993011877790863	19.708729050464534	20.08962432665749	20.364269040399083
77	19.99622958158669	19.72066600388007	20.095855413823354	20.36563457591384
78	20.00039136599393	19.73609265212717	20.10215127131881	20.366832437280635
79	20.00624025689927	19.752988262980697	20.10865269051984	20.36821942838398
80	20.00814100691522	19.7624944404173	20.11385071032425	20.36938897231834
81	20.018981279662697	19.780484814908316	20.120276580038308	20.37045953438964
82	20.021610203400908	19.790686851468006	20.12548857576153	20.3716410427286
83	20.020620046364154	19.794738103066752	20.129630105385086	20.372622236976788
84	20.032539592570735	19.812738470330288	20.13588448454095	20.37396556665303
85	20.033149220697133	19.819079716729888	20.140120793911393	20.374923386299514
86	20.036730687121953	19.828667001881364	20.14478926759431	20.375887404424965
87	20.03999488875176	19.839394048364845	20.149143134014704	20.37666288058376
88	20.045996635899858	19.84698094320357	20.153703327565154	20.378086899325872
89	20.048934331441025	19.857093351286135	20.158214330610587	20.378947463100797
90	20.051697211133433	19.86466889865759	20.16215512338715	20.379868111140976
91	20.06052193336017	19.873856423258946	20.16684381331246	20.381115311696366
92	20.060117267744264	19.882081523869275	20.1704462760297	20.3818051879412
93	20.062322400424915	19.888889569223156	20.174167727826916	20.382647350897773
94	20.06674089702159	19.896478374386785	20.17802855032396	20.383521559254287
95	20.071848010804295	19.905481804358846	20.181965709086597	20.384379976794314
96	20.07702112370182	19.912379361969897	20.185679311306835	20.385361076517796
97	20.0747119969697	19.91494899890749	20.18836370446282	20.38605700666439
98	20.08049563982757	19.923869925695367	20.191952965959903	20.386881436588766
99	20.079754456439392	19.92782083427901	20.194625159402932	20.387427261007513
100	20.080868793718093	19.931623688935705	20.19725097612514	20.38806429880373
101	20.089599873668654	19.9421434724906	20.20096034378039	20.38891116904152
102	20.093730323849062	19.947697957496548	20.203910888852242	20.389690958645645
103	20.094531919860916	19.95227581161712	20.206538592921312	20.390173992524687
104	20.098539082829333	19.956987908843754	20.209440639270994	20.39091592740204
105	20.097571731343578	19.960740187313284	20.211803772906098	20.391601306795437
106	20.103861954877278	19.968266811326814	20.21476273244131	20.392219874441274
107	20.10388182493031	19.971104632074713	20.216977645489205	20.392904369116565
108	20.105915032484422	19.974877208573336	20.21936586233049	20.393427412806634
109	20.108425888182612	19.981315929935995	20.221845975118832	20.393814327856983
110	20.111257715280264	19.98406859460192	20.224377067837363	20.394800676548357
111	20.110991445149235	19.98759678850281	20.226506799661607	20.395322493475017
112	20.114843028703888	19.993035204368237	20.229071213282154	20.395906982515825
113	20.11846082323734	19.997539752365	20.2316376891868	20.396625940511555
114	20.11985812644003	20.00221002098294	20.233766492994267	20.397121227696875
115	20.119240225980988	20.005019860667915	20.235457875964553	20.39747025361276
116	20.124683097106775	20.011289179657094	20.238144081653722	20.398068218773197
117	20.1250673018208	20.014698230987584	20.24002712803681	20.398342372787628
118	20.12682188493411	20.017856823469756	20.242021884573298	20.398738933207174
119	20.128753649842306	20.02028761281228	20.24403730902208	20.399480341690268
120	20.132876442484186	20.026299099251325	20.246350096009465	20.399834904154954
121	20.13369405595552	20.029353618126486	20.24815216768444	20.400198081634887
122	20.139128793743915	20.03412107401458	20.2506165942898	20.40097372879152
123	20.142214401648996	20.039079786536096	20.25270379633243	20.40123085077512
124	20.141701888066724	20.04058698620413	20.254262222284165	20.40167617827021
125	20.144788397086423	20.046103747520363	20.256318239825067	20.40213425556964
126	20.141392457343752	20.045653565732135	20.2572951735725	20.40235424911393
127	20.142167565940078	20.0486871753467	20.25873718627388	20.402704448702785
128	20.147748096620283	20.056023247446124	20.260885920457678	20.40302126913093
129	20.147828256684946	20.05610696256425	20.26222816676263	20.403542201754657
130	20.148499579804852	20.05771434390019	20.26364358974501	20.40390491563162
131	20.150478965705098	20.05981255405521	20.26517249497734	20.404327228169944
132	20.150125810652433	20.06197552462226	20.266467571675214	20.404505179521095
133	20.15274815913036	20.064880678055673	20.268018022415095	20.40504320368287
134	20.150464709678538	20.065395483095923	20.26882496115857	20.405112450894467
135	20.16032367766523	20.074901130581047	20.271399113689558	20.405543899826025
136	20.15507352759922	20.070046835153725	20.27186300721178	20.406011105633507
137	20.16040765124827	20.076027269016382	20.273846005106346	20.406263300807495
138	20.16632878343929	20.08190535743349	20.275948042223938	20.406622565416107
139	20.16516140586677	20.083371429037978	20.276991427279796	20.406709097562047
140	20.163676902153764	20.082227596130647	20.278004807695602	20.407199020508987
141	20.164726258998126	20.085377111603062	20.279286652100822	20.407528920554014
142	20.171424994481672	20.09227165816657	20.281379631624933	20.407867650847773
143	20.15923102309639	20.083172238538076	20.28066580311809	20.408016198788978
144	20.16582287661135	20.09060711527692	20.28252855088318	20.40828534002935
145	20.1660935262409	20.092267481758878	20.283614875001078	20.408575777532857
146	20.166809808076074	20.093284217164527	20.284702511872375	20.408797150119458
147	20.168455850704767	20.0957953928103	20.28585473111792	20.408977288250664
148	20.16703016050401	20.094903489042544	20.286580794653688	20.409147787362713
149	20.170736691821105	20.098046193804752	20.2880706803939	20.40967790723811
150	20.176919121175903	20.104417178949483	20.28985413784981	20.41003283560723
