Iteration	car	pt	walk
0	66080	3895	23772
1	79576	5937	45947
2	307509	52522	80323
3	627809	93377	109759
4	605849	92950	119993
5	596666	88981	125614
6	593714	85399	128957
7	592038	82870	130905
8	588698	80197	133274
9	586668	78101	134764
10	585285	75426	135817
11	585204	73323	136932
12	585055	70941	137832
13	582459	68777	140063
14	582413	66865	140769
15	582269	65733	140805
16	580206	64951	142121
17	581771	62368	142490
18	580623	61537	143302
