ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
55	15.352350497898728	9.215265771950232	13.568785787448592	17.465240952968802
56	15.436215539723122	9.465555110057116	13.710614396157796	17.504279744239522
57	15.486398521900055	9.694681344819191	13.846638072883785	17.539739233342928
58	15.545234734386948	9.917030726003748	13.978134781520533	17.572027104211625
59	15.583213257323713	10.125776427634014	14.103517518578014	17.60726841267767
60	15.650328988725441	10.356213549930729	14.232162070037624	17.64018420681583
61	15.727673727173483	10.557297799770911	14.354238627705158	17.66922204819424
62	15.777675947925788	10.765425560388229	14.472055277069362	17.7001003053119
63	15.841462038736015	10.957715787263467	14.58690581929752	17.726541587142723
64	15.887239585137246	11.146114923894997	14.697903484409107	17.75520644972128
65	15.925202617294186	11.31549231758196	14.804456809022907	17.781623393967077
66	15.97830764159231	11.490692991469325	14.90798989893538	17.806715147044226
67	16.00125847570831	11.677141217053855	15.00857934936673	17.8284274490531
68	16.05598259573348	11.844099524303775	15.109270005625293	17.851506374048753
69	16.111026766350864	12.021781345099972	15.207739814884897	17.871226281478684
70	16.139303800408833	12.179802127815645	15.301509985862854	17.891493892397747
71	16.175271612170857	12.337094831509871	15.39276780497999	17.910857798525367
72	16.221186114187923	12.475232114908472	15.48090198164901	17.92950495589612
73	16.25074147678901	12.61742546616092	15.563586699969692	17.946689637563388
74	16.308563416703674	12.773317125213733	15.65078643000707	17.962992743392114
75	16.366839332127352	12.914440487542853	15.734130043280787	17.980550120336797
76	16.39086247420221	13.052664006528687	15.811342014777958	17.99438388527261
77	16.421815367106785	13.177210549382286	15.885739017383004	18.009782640665787
78	16.46207998443402	13.318239465507684	15.96071896648246	18.024484307452177
79	16.49964529381642	13.46862538933751	16.03635942541919	18.037589229307507
80	16.529381469629005	13.585527390888533	16.10353156340996	18.052589270476773
81	16.57198201205643	13.707318209637693	16.171587481573045	18.065178697238164
82	16.603192374068723	13.820561458039812	16.23600339796329	18.07773035596789
83	16.627145738528803	13.938673403479445	16.298531229242506	18.090114045253543
84	16.665234990506328	14.05764770788794	16.360803895291752	18.10288346786752
85	16.68839011606912	14.161464431989224	16.420232479327666	18.116365145394823
86	16.7265153494381	14.2668605970916	16.478227940173507	18.12689242969566
87	16.754822233852014	14.376196689386072	16.534488910488616	18.1365828387525
88	16.775683130684882	14.469840640787291	16.588097466587417	18.14812793836624
89	16.816842232513725	14.58332766736101	16.643952149590252	18.15774744281706
90	16.829890621299274	14.662815219844642	16.69268330333607	18.169535025311575
91	16.857487552324383	14.74821651311272	16.740449928862635	18.180066589357427
92	16.87891038716195	14.839608310798422	16.78931767043654	18.190714593752265
93	16.902891596549576	14.931469939980314	16.836335979811935	18.199118336926414
94	16.93305692859839	15.01872063414238	16.882162831203008	18.20755947614184
95	16.963366253981416	15.112806546001782	16.927475752237854	18.21574063696086
96	16.98533163072524	15.187389097592693	16.96883326503029	18.222685511867937
97	16.98776443552097	15.242688305491704	17.006650491148225	18.2286930170476
98	17.016377242477137	15.33641635926221	17.048502396718185	18.236370416941252
99	17.0434730039258	15.417946660455186	17.088337815294366	18.24385603106327
100	17.053971766063558	15.475872039821764	17.12373429691977	18.251163233018598
101	17.077513532642385	15.545786536517026	17.160619716244657	18.25880870252209
102	17.10899916467214	15.62124213074134	17.196871973730772	18.265419288477467
103	17.134736035917832	15.699610777925754	17.23244796197438	18.27198960090164
104	17.133146964489303	15.742304552536552	17.26278917810374	18.277366517143758
105	17.157270376780286	15.803109098166914	17.29477095966324	18.283609690382356
106	17.166304463778204	15.856448742415896	17.324248193331186	18.289619159279535
107	17.178249682281844	15.912687360907412	17.352434711311336	18.294990746136502
108	17.214561915570858	15.985396044589631	17.383787074873794	18.301070330035405
109	17.215022325928615	16.023035406025606	17.409505234617612	18.306474339255253
110	17.239216692563748	16.083244096101584	17.437701068243452	18.311518780772772
111	17.242566057124385	16.134978749371115	17.46385555760676	18.316611024083205
112	17.25768386438366	16.177036962264197	17.489441799045476	18.321360883303445
113	17.264165875841883	16.214163032793174	17.51275039378121	18.326228404427024
114	17.31381044354709	16.29035622872791	17.54205974105937	18.332003398665524
115	17.300332251958842	16.31144796759944	17.561237829806718	18.336783840462193
116	17.327356226227785	16.36339389415422	17.585010847535774	18.339823125585784
117	17.342639770451836	16.40253022447285	17.60617334903336	18.343671560234807
118	17.361677596945068	16.443927710486264	17.627607376924377	18.34711871829296
119	17.34117566295412	16.453655125197646	17.643790068867578	18.35124861728762
120	17.372963160013803	16.510942871473684	17.667261274761422	18.355518375572977
121	17.390165203299965	16.550834850323117	17.68697737185607	18.359554358376464
122	17.418983897827953	16.596174114608587	17.707385536396874	18.36306573128804
123	17.42093123578607	16.61987752467835	17.724556876444655	18.36681225047207
124	17.4269097449068	16.657092761331768	17.742322914460136	18.369678704818803
125	17.454555329789468	16.708796778783306	17.762596534552962	18.373219048272798
126	17.44685464757365	16.726709773945757	17.777022821863355	18.376974976648793
127	17.444266086512922	16.746494877039193	17.791123002136693	18.38003836934521
128	17.474084990823926	16.794397852939763	17.81039963804609	18.383078797756315
129	17.480745233923184	16.81442312956667	17.824961840544525	18.38605885765417
130	17.472026401392515	16.82471791286748	17.83780917958135	18.388723657626528
131	17.496536825131354	16.867360894531817	17.854522384311235	18.39094188059695
132	17.491858326699585	16.883854067017506	17.866723944995982	18.39301623749592
133	17.511717488452405	16.917606382398606	17.88225677957743	18.39592012691001
134	17.525164553822613	16.94961324880912	17.89667473514197	18.399042986622902
135	17.539415399071974	16.97847655852125	17.909991747761055	18.401642195211227
136	17.53583935647698	16.988232180127184	17.92053972664481	18.404301528472786
137	17.535648760843618	17.00432857534217	17.93210284957582	18.40646061357182
138	17.542531777668362	17.023650279948825	17.943457611531407	18.408474101524476
139	17.59330711246856	17.087853605631064	17.960953142972546	18.41110333359534
140	17.57199954236259	17.081027097287233	17.968499658243015	18.413996934019877
141	17.576871981974133	17.104299524231603	17.97967782069764	18.41602714870929
142	17.594769978569015	17.131790357246857	17.991915759924588	18.41828420067222
143	17.589737891564134	17.143782108584602	18.00074635480574	18.42041890718953
144	17.590609491584384	17.15823209168476	18.009983270174633	18.422174803476757
145	17.59812958490347	17.174110355401105	18.0196004942138	18.424272477946708
146	17.602608964483267	17.18944685982852	18.028644875363767	18.42601604791931
147	17.63046461849118	17.228502430249456	18.04089941252273	18.427818527044042
148	17.630709558401914	17.235178004618593	18.048898646973292	18.42975240458114
149	17.63117604776413	17.250650384509598	18.05699868935767	18.43163619703555
150	17.64805793912004	17.278578277459218	18.067307817799897	18.433473801467265
