ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	-36.81342128845238	-36.81342128845238	-36.81342128845238	-36.81342128845238
1	-33.380379028849305	-36.41372986772999	-34.81821740764031	-33.22270494755068
2	-18.383040823717277	-27.447740057070167	-22.70356269925643	-17.812924679967324
3	6.191238550836754	-13.47890452651048	-3.649827098273288	6.382687650336671
4	6.858420150115689	-13.409534591913319	-2.720933729603459	7.183456037412713
5	7.462244383742864	-13.363562259403723	-1.8883547634694728	7.918774866773838
6	7.967181512083372	-13.345872297319227	-1.1715713777656929	8.544144239825894
7	8.382283995949267	-13.33975181199569	-0.5308542440284229	9.104140264920801
8	8.803194529085449	-13.334847655953167	0.06361997128409719	9.65207501049988
9	9.145088991274473	-13.322691180458014	0.5952818926095315	10.124524225824747
10	9.460751724032182	-13.296014344600902	1.0891986000889298	10.57782576440702
11	9.746844448069966	-13.22825522197435	1.554097021956553	10.996455612354683
12	10.028240360675733	-13.10913133824464	1.990911165107245	11.39308124743077
13	10.296670576861604	-12.944534759855749	2.4139263691737	11.774480785648766
14	10.519455990781736	-12.70557013057012	2.804507016127717	12.110257405951552
15	10.755480872529638	-12.406231658583756	3.2003310040807995	12.437619792989462
16	10.959194121404515	-12.006831643413797	3.583871955331278	12.752098303670971
17	11.13183919822119	-11.581151192554472	3.9517728696180128	13.037687981295026
18	11.330912557380884	-11.046193333379282	4.326625947478719	13.312409217438002
19	11.515377380421217	-10.456792339991559	4.693659091269682	13.568896955541076
20	11.70198272122509	-9.821758360695481	5.049659581398598	13.80554513711374
21	11.841983743458854	-9.095511160987007	5.411515383800929	14.041942652457523
22	11.988005061860429	-8.330760469670068	5.770660553829879	14.260053561789052
23	12.12054739615844	-7.509689891235784	6.12076101614539	14.457370718606741
24	12.284855244274032	-6.688357042152312	6.472801625727385	14.650759706281647
25	12.425799104200014	-5.84036486656965	6.815003873956314	14.823953105883128
26	12.575094480617084	-5.017611348875809	7.153901167155218	15.00103429283957
27	12.709112794560598	-4.196934053445548	7.47746115987523	15.166745820914509
28	12.83873542465252	-3.4264931382545676	7.78950196446876	15.319546371689317
29	12.955276129554196	-2.6540971306146455	8.09354388817176	15.460796238318665
30	13.076712794173037	-1.9106250661707904	8.390767562509515	15.591887927465745
31	13.174596636488136	-1.1916498460550777	8.67897990658929	15.71904702426928
32	13.282846398333751	-0.44665622236117725	8.968598432104436	15.837083412015177
33	13.406623237316857	0.23563130233442292	9.24274726055019	15.95104839912504
34	13.51806195398315	0.9189133455030203	9.512353596102926	16.060040165182023
35	13.633094078134421	1.5490385805023956	9.77455458609872	16.16893829998971
36	13.728733172452133	2.118235572471382	10.021149561148311	16.266412819472198
37	13.842533268311467	2.7024816623924663	10.265045540280942	16.360521845518875
38	13.960188247779103	3.2450995480761766	10.501370329952898	16.448544335285828
39	14.05696623626839	3.7384321085366863	10.725491565261537	16.534041123365487
40	14.145807595027298	4.232348442260191	10.949927127935755	16.617462521703516
41	14.235848441279122	4.675518856381342	11.1601377201064	16.695547721608587
42	14.342769867030174	5.118994942404704	11.369916212441018	16.76986858299353
43	14.429287472697693	5.546696975042221	11.572924538724262	16.841995151125097
44	14.53476521015382	5.945184370678294	11.769722715471964	16.91048690990387
45	14.618076023178238	6.317301842724049	11.956799073103268	16.971407655367603
46	14.688646830897584	6.664459613855097	12.13991651686077	17.027436284413046
47	14.775104934149091	7.0112103588598345	12.319920386161417	17.084384404996825
48	14.85266255922224	7.3274757558979715	12.492502596944806	17.144038379252397
49	14.928739349452497	7.608988499949049	12.65741863968747	17.19549066178224
50	14.988140945534518	7.9019263201403716	12.819789905252746	17.249755244523595
51	15.080957392551776	8.191087861016092	12.979232951317774	17.29643336913254
52	15.153541046754187	8.467462069150537	13.133169480557287	17.337965517188668
53	15.226978932535932	8.718112857091612	13.28149513141163	17.380533467835317
54	15.29408097167568	8.970934046634264	13.426510678124096	17.421352545709805
