Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
73	23:43:49	23:43:49	23:43:49	23:43:49	23:43:49	23:43:49			23:43:49	23:43:49	23:43:50	23:43:50	23:43:56	23:43:56	23:43:56	23:43:56	23:43:56	23:43:56			23:43:57	23:43:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
74	23:43:57	23:43:57	23:43:57	23:43:57	23:43:57	23:43:57			23:43:57	23:43:57	23:43:57	23:43:57	23:44:05	23:44:05	23:44:05	23:44:05	23:44:05	23:44:05			23:44:06	23:44:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
75	23:44:06	23:44:06	23:44:06	23:44:06	23:44:06	23:44:06			23:44:06	23:44:06	23:44:06	23:44:06	23:44:13	23:44:13	23:44:13	23:44:13	23:44:13	23:44:13			23:44:14	23:44:14		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
76	23:44:14	23:44:14	23:44:14	23:44:14	23:44:14	23:44:14			23:44:14	23:44:14	23:44:15	23:44:15	23:44:22	23:44:22	23:44:22	23:44:22	23:44:22	23:44:22			23:44:23	23:44:23		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
77	23:44:23	23:44:23	23:44:23	23:44:23	23:44:23	23:44:23			23:44:23	23:44:23	23:44:23	23:44:23	23:44:31	23:44:31	23:44:31	23:44:31	23:44:31	23:44:31			23:44:32	23:44:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
78	23:44:32	23:44:32	23:44:32	23:44:32	23:44:32	23:44:32			23:44:32	23:44:32	23:44:32	23:44:32	23:44:39	23:44:39	23:44:39	23:44:39	23:44:39	23:44:39			23:44:40	23:44:40		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:08
79	23:44:40	23:44:40	23:44:40	23:44:40	23:44:40	23:44:40			23:44:40	23:44:40	23:44:41	23:44:41	23:44:49	23:44:49	23:44:49	23:44:49	23:44:49	23:44:49			23:44:50	23:44:50		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
80	23:44:50	23:44:50	23:44:50	23:44:50	23:44:50	23:44:50			23:44:50	23:44:50	23:44:50	23:44:50	23:44:57	23:44:57	23:44:57	23:44:57	23:44:57	23:44:57	23:44:57	23:44:57	23:44:58	23:44:58		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:00	00:00:08
81	23:44:58	23:44:58	23:44:58	23:44:58	23:44:58	23:44:58			23:44:58	23:44:58	23:44:59	23:44:59	23:45:06	23:45:06	23:45:06	23:45:06	23:45:06	23:45:06			23:45:06	23:45:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
82	23:45:06	23:45:06	23:45:06	23:45:06	23:45:07	23:45:07			23:45:07	23:45:07	23:45:07	23:45:07	23:45:15	23:45:15	23:45:15	23:45:15	23:45:15	23:45:15			23:45:15	23:45:15		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
83	23:45:15	23:45:15	23:45:15	23:45:15	23:45:16	23:45:16			23:45:16	23:45:16	23:45:16	23:45:16	23:45:23	23:45:23	23:45:23	23:45:23	23:45:23	23:45:23			23:45:24	23:45:24		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:08
84	23:45:24	23:45:24	23:45:24	23:45:24	23:45:24	23:45:24			23:45:24	23:45:24	23:45:24	23:45:24	23:45:31	23:45:31	23:45:31	23:45:31	23:45:31	23:45:31			23:45:32	23:45:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
85	23:45:32	23:45:32	23:45:32	23:45:32	23:45:32	23:45:32			23:45:32	23:45:32	23:45:32	23:45:32	23:45:39	23:45:39	23:45:39	23:45:39	23:45:39	23:45:39			23:45:40	23:45:40		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
86	23:45:40	23:45:40	23:45:40	23:45:40	23:45:40	23:45:40			23:45:40	23:45:40	23:45:41	23:45:41	23:45:46	23:45:46	23:45:46	23:45:46	23:45:46	23:45:46			23:45:47	23:45:47		00:00:00	00:00:00		00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:07
87	23:45:47	23:45:47	23:45:47	23:45:47	23:45:47	23:45:47			23:45:47	23:45:47	23:45:48	23:45:48	23:45:54	23:45:54	23:45:54	23:45:54	23:45:54	23:45:54			23:45:55	23:45:55		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
88	23:45:55	23:45:55	23:45:55	23:45:55	23:45:55	23:45:55			23:45:55	23:45:55	23:45:56	23:45:56	23:46:03	23:46:03	23:46:03	23:46:03	23:46:03	23:46:03			23:46:03	23:46:03		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:08
89	23:46:04	23:46:04	23:46:04	23:46:04	23:46:04	23:46:04			23:46:04	23:46:04	23:46:04	23:46:04	23:46:11	23:46:11	23:46:11	23:46:11	23:46:12	23:46:12			23:46:12	23:46:12		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
90	23:46:12	23:46:12	23:46:12	23:46:12	23:46:12	23:46:12			23:46:12	23:46:12	23:46:13	23:46:13	23:46:19	23:46:19	23:46:19	23:46:19	23:46:19	23:46:19	23:46:19	23:46:19	23:46:20	23:46:20		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07
91	23:46:20	23:46:20	23:46:20	23:46:20	23:46:20	23:46:20			23:46:20	23:46:20	23:46:21	23:46:21	23:46:28	23:46:28	23:46:28	23:46:28	23:46:28	23:46:28			23:46:28	23:46:28		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:08
92	23:46:28	23:46:28	23:46:28	23:46:28	23:46:29	23:46:29			23:46:29	23:46:29	23:46:29	23:46:29	23:46:36	23:46:36	23:46:36	23:46:36	23:46:36	23:46:36			23:46:36	23:46:36		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:08
93	23:46:36	23:46:36	23:46:37	23:46:37	23:46:37	23:46:37			23:46:37	23:46:37	23:46:37	23:46:37	23:46:43	23:46:43	23:46:44	23:46:44	23:46:44	23:46:44			23:46:44	23:46:44		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
94	23:46:44	23:46:44	23:46:44	23:46:44	23:46:45	23:46:45			23:46:45	23:46:45	23:46:45	23:46:45	23:46:52	23:46:52	23:46:52	23:46:52	23:46:52	23:46:52			23:46:53	23:46:53		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
95	23:46:53	23:46:53	23:46:53	23:46:53	23:46:53	23:46:53			23:46:53	23:46:53	23:46:53	23:46:53	23:47:01	23:47:01	23:47:01	23:47:01	23:47:01	23:47:01			23:47:02	23:47:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
96	23:47:02	23:47:02	23:47:02	23:47:02	23:47:02	23:47:02			23:47:02	23:47:02	23:47:02	23:47:02	23:47:09	23:47:09	23:47:09	23:47:09	23:47:09	23:47:09			23:47:09	23:47:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
97	23:47:10	23:47:10	23:47:10	23:47:10	23:47:10	23:47:10			23:47:10	23:47:10	23:47:10	23:47:10	23:47:16	23:47:16	23:47:16	23:47:16	23:47:16	23:47:16			23:47:17	23:47:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
98	23:47:17	23:47:17	23:47:17	23:47:17	23:47:17	23:47:17			23:47:17	23:47:17	23:47:17	23:47:17	23:47:24	23:47:24	23:47:24	23:47:24	23:47:24	23:47:24			23:47:25	23:47:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
99	23:47:25	23:47:25	23:47:25	23:47:25	23:47:25	23:47:25			23:47:25	23:47:25	23:47:25	23:47:25	23:47:32	23:47:32	23:47:32	23:47:32	23:47:32	23:47:32			23:47:33	23:47:33		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:08
100	23:47:33	23:47:33	23:47:33	23:47:33	23:47:33	23:47:33			23:47:33	23:47:33	23:47:34	23:47:34	23:47:40	23:47:40	23:47:40	23:47:40	23:47:40	23:47:40	23:47:40	23:47:40	23:47:44	23:47:44		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:03	00:00:11
101	23:47:44	23:47:44	23:47:44	23:47:44	23:47:45	23:47:45			23:47:45	23:47:45	23:47:45	23:47:45	23:47:52	23:47:52	23:47:52	23:47:52	23:47:52	23:47:52			23:47:52	23:47:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:08
102	23:47:53	23:47:53	23:47:53	23:47:53	23:47:53	23:47:53			23:47:53	23:47:53	23:47:53	23:47:53	23:47:59	23:47:59	23:47:59	23:47:59	23:47:59	23:47:59			23:48:00	23:48:00		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
103	23:48:00	23:48:00	23:48:00	23:48:00	23:48:00	23:48:00			23:48:00	23:48:00	23:48:01	23:48:01	23:48:07	23:48:07	23:48:07	23:48:07	23:48:07	23:48:07			23:48:08	23:48:08		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
104	23:48:08	23:48:08	23:48:08	23:48:08	23:48:08	23:48:08			23:48:08	23:48:08	23:48:08	23:48:08	23:48:14	23:48:14	23:48:14	23:48:14	23:48:15	23:48:15			23:48:15	23:48:15		00:00:00	00:00:00		00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:07
105	23:48:15	23:48:15	23:48:15	23:48:15	23:48:15	23:48:15			23:48:16	23:48:16	23:48:16	23:48:16	23:48:21	23:48:21	23:48:21	23:48:21	23:48:21	23:48:21			23:48:22	23:48:22		00:00:00	00:00:00		00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:06
106	23:48:22	23:48:22	23:48:22	23:48:22	23:48:22	23:48:22			23:48:22	23:48:22	23:48:23	23:48:23	23:48:29	23:48:29	23:48:29	23:48:29	23:48:29	23:48:29			23:48:30	23:48:30		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
107	23:48:30	23:48:30	23:48:30	23:48:30	23:48:30	23:48:30			23:48:30	23:48:30	23:48:30	23:48:30	23:48:37	23:48:37	23:48:37	23:48:37	23:48:37	23:48:37			23:48:38	23:48:38		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
108	23:48:38	23:48:38	23:48:38	23:48:38	23:48:38	23:48:38			23:48:38	23:48:38	23:48:39	23:48:39	23:48:46	23:48:46	23:48:46	23:48:46	23:48:46	23:48:46			23:48:47	23:48:47		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
109	23:48:47	23:48:47	23:48:47	23:48:47	23:48:47	23:48:47			23:48:47	23:48:47	23:48:47	23:48:47	23:48:53	23:48:53	23:48:54	23:48:54	23:48:54	23:48:54			23:48:54	23:48:54		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
110	23:48:54	23:48:54	23:48:54	23:48:54	23:48:55	23:48:55			23:48:55	23:48:55	23:48:55	23:48:55	23:49:01	23:49:01	23:49:01	23:49:01	23:49:01	23:49:01	23:49:01	23:49:01	23:49:01	23:49:01		00:00:00	00:00:00		00:00:00	00:00:00	00:00:05	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07
111	23:49:02	23:49:02	23:49:02	23:49:02	23:49:02	23:49:02			23:49:02	23:49:02	23:49:02	23:49:02	23:49:08	23:49:08	23:49:08	23:49:08	23:49:08	23:49:08			23:49:09	23:49:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
112	23:49:09	23:49:09	23:49:09	23:49:09	23:49:09	23:49:09			23:49:09	23:49:09	23:49:09	23:49:09	23:49:15	23:49:15	23:49:16	23:49:16	23:49:16	23:49:16			23:49:16	23:49:16		00:00:00	00:00:00		00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:07
113	23:49:16	23:49:16	23:49:16	23:49:16	23:49:17	23:49:17			23:49:17	23:49:17	23:49:17	23:49:17	23:49:23	23:49:23	23:49:23	23:49:23	23:49:23	23:49:23			23:49:24	23:49:24		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
114	23:49:24	23:49:24	23:49:24	23:49:24	23:49:24	23:49:24			23:49:24	23:49:24	23:49:24	23:49:24	23:49:32	23:49:32	23:49:32	23:49:32	23:49:32	23:49:32			23:49:32	23:49:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
115	23:49:32	23:49:32	23:49:33	23:49:33	23:49:33	23:49:33			23:49:33	23:49:33	23:49:33	23:49:33	23:49:39	23:49:39	23:49:39	23:49:39	23:49:39	23:49:39			23:49:40	23:49:40		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
116	23:49:40	23:49:40	23:49:40	23:49:40	23:49:40	23:49:40			23:49:40	23:49:40	23:49:41	23:49:41	23:49:47	23:49:47	23:49:47	23:49:47	23:49:47	23:49:47			23:49:47	23:49:47		00:00:00	00:00:00		00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:07
117	23:49:48	23:49:48	23:49:48	23:49:48	23:49:48	23:49:48			23:49:48	23:49:48	23:49:48	23:49:48	23:49:54	23:49:54	23:49:54	23:49:54	23:49:54	23:49:54			23:49:55	23:49:55		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
118	23:49:55	23:49:55	23:49:55	23:49:55	23:49:55	23:49:55			23:49:55	23:49:55	23:49:55	23:49:55	23:50:01	23:50:01	23:50:01	23:50:01	23:50:01	23:50:01			23:50:02	23:50:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:07
119	23:50:02	23:50:02	23:50:02	23:50:02	23:50:02	23:50:02			23:50:03	23:50:03	23:50:03	23:50:03	23:50:09	23:50:09	23:50:09	23:50:09	23:50:09	23:50:09			23:50:10	23:50:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:07
120	23:50:10	23:50:10	23:50:10	23:50:10	23:50:10	23:50:10			23:50:10	23:50:10	23:50:10	23:50:10	23:50:16	23:50:16	23:50:16	23:50:16	23:50:16	23:50:16	23:50:16	23:50:16	23:50:17	23:50:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07
121	23:50:17	23:50:17	23:50:17	23:50:17	23:50:17	23:50:17			23:50:17	23:50:17	23:50:18	23:50:18	23:50:25	23:50:25	23:50:25	23:50:25	23:50:25	23:50:25			23:50:25	23:50:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:08
122	23:50:25	23:50:25	23:50:26	23:50:26	23:50:26	23:50:26			23:50:26	23:50:26	23:50:26	23:50:26	23:50:32	23:50:32	23:50:32	23:50:32	23:50:32	23:50:32			23:50:33	23:50:33		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
123	23:50:33	23:50:33	23:50:33	23:50:33	23:50:33	23:50:33			23:50:33	23:50:33	23:50:34	23:50:34	23:50:40	23:50:40	23:50:40	23:50:40	23:50:40	23:50:40			23:50:40	23:50:40		00:00:00	00:00:00		00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:07
124	23:50:40	23:50:40	23:50:40	23:50:40	23:50:41	23:50:41			23:50:41	23:50:41	23:50:41	23:50:41	23:50:48	23:50:48	23:50:48	23:50:48	23:50:48	23:50:48			23:50:49	23:50:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:08
125	23:50:49	23:50:49	23:50:49	23:50:49	23:50:49	23:50:49			23:50:49	23:50:49	23:50:49	23:50:49	23:50:55	23:50:55	23:50:55	23:50:55	23:50:55	23:50:55			23:50:56	23:50:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:07
126	23:50:56	23:50:56	23:50:56	23:50:56	23:50:56	23:50:56			23:50:56	23:50:56	23:50:56	23:50:56	23:51:03	23:51:03	23:51:03	23:51:03	23:51:03	23:51:03			23:51:04	23:51:04		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
127	23:51:04	23:51:04	23:51:04	23:51:04	23:51:04	23:51:04			23:51:04	23:51:04	23:51:04	23:51:04	23:51:10	23:51:10	23:51:10	23:51:10	23:51:10	23:51:10			23:51:11	23:51:11		00:00:00	00:00:00		00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:07
128	23:51:11	23:51:11	23:51:11	23:51:11	23:51:11	23:51:11			23:51:11	23:51:11	23:51:11	23:51:11	23:51:18	23:51:18	23:51:18	23:51:18	23:51:18	23:51:18			23:51:19	23:51:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
129	23:51:19	23:51:19	23:51:19	23:51:19	23:51:19	23:51:19			23:51:19	23:51:19	23:51:19	23:51:19	23:51:26	23:51:26	23:51:26	23:51:26	23:51:26	23:51:26			23:51:27	23:51:27		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:08
130	23:51:27	23:51:27	23:51:27	23:51:27	23:51:27	23:51:27			23:51:27	23:51:27	23:51:27	23:51:27	23:51:33	23:51:33	23:51:33	23:51:33	23:51:33	23:51:33	23:51:33	23:51:33	23:51:34	23:51:34		00:00:00	00:00:00		00:00:00	00:00:00	00:00:05	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06
131	23:51:34	23:51:34	23:51:34	23:51:34	23:51:34	23:51:34			23:51:34	23:51:34	23:51:34	23:51:34	23:51:41	23:51:41	23:51:41	23:51:41	23:51:41	23:51:41			23:51:41	23:51:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
132	23:51:41	23:51:41	23:51:42	23:51:42	23:51:42	23:51:42			23:51:42	23:51:42	23:51:42	23:51:42	23:51:48	23:51:48	23:51:48	23:51:48	23:51:48	23:51:48			23:51:49	23:51:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:07
133	23:51:49	23:51:49	23:51:49	23:51:49	23:51:49	23:51:49			23:51:49	23:51:49	23:51:49	23:51:49	23:51:56	23:51:56	23:51:56	23:51:56	23:51:56	23:51:56			23:51:56	23:51:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
134	23:51:57	23:51:57	23:51:57	23:51:57	23:51:57	23:51:57			23:51:57	23:51:57	23:51:57	23:51:57	23:52:03	23:52:03	23:52:03	23:52:03	23:52:03	23:52:03			23:52:03	23:52:03		00:00:00	00:00:00		00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:06
135	23:52:04	23:52:04	23:52:04	23:52:04	23:52:04	23:52:04			23:52:04	23:52:04	23:52:04	23:52:04	23:52:11	23:52:11	23:52:11	23:52:11	23:52:11	23:52:11			23:52:11	23:52:11		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
136	23:52:12	23:52:12	23:52:12	23:52:12	23:52:12	23:52:12			23:52:12	23:52:12	23:52:12	23:52:12	23:52:18	23:52:18	23:52:18	23:52:18	23:52:18	23:52:18			23:52:19	23:52:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
137	23:52:19	23:52:19	23:52:19	23:52:19	23:52:19	23:52:19			23:52:19	23:52:19	23:52:19	23:52:19	23:52:25	23:52:25	23:52:25	23:52:25	23:52:25	23:52:25			23:52:26	23:52:26		00:00:00	00:00:00		00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:07
138	23:52:26	23:52:26	23:52:26	23:52:26	23:52:26	23:52:26			23:52:27	23:52:27	23:52:27	23:52:27	23:52:33	23:52:33	23:52:33	23:52:33	23:52:33	23:52:33			23:52:34	23:52:34		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
139	23:52:34	23:52:34	23:52:34	23:52:34	23:52:34	23:52:34			23:52:34	23:52:34	23:52:34	23:52:34	23:52:40	23:52:40	23:52:40	23:52:40	23:52:40	23:52:40			23:52:41	23:52:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:07
140	23:52:41	23:52:41	23:52:41	23:52:41	23:52:41	23:52:41			23:52:41	23:52:41	23:52:41	23:52:41	23:52:48	23:52:48	23:52:48	23:52:48	23:52:48	23:52:48	23:52:48	23:52:48	23:52:48	23:52:48		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07
141	23:52:49	23:52:49	23:52:49	23:52:49	23:52:49	23:52:49			23:52:49	23:52:49	23:52:49	23:52:49	23:52:56	23:52:56	23:52:56	23:52:56	23:52:56	23:52:56			23:52:57	23:52:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:08
142	23:52:57	23:52:57	23:52:57	23:52:57	23:52:57	23:52:57			23:52:57	23:52:57	23:52:57	23:52:57	23:53:03	23:53:03	23:53:03	23:53:03	23:53:04	23:53:04			23:53:04	23:53:04		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
143	23:53:04	23:53:04	23:53:04	23:53:04	23:53:05	23:53:05			23:53:05	23:53:05	23:53:05	23:53:05	23:53:10	23:53:10	23:53:10	23:53:10	23:53:10	23:53:10			23:53:11	23:53:11		00:00:00	00:00:00		00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:06
144	23:53:11	23:53:11	23:53:11	23:53:11	23:53:11	23:53:11			23:53:11	23:53:11	23:53:12	23:53:12	23:53:18	23:53:18	23:53:18	23:53:18	23:53:19	23:53:19			23:53:19	23:53:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:08
145	23:53:19	23:53:19	23:53:19	23:53:19	23:53:19	23:53:19			23:53:19	23:53:19	23:53:20	23:53:20	23:53:26	23:53:26	23:53:26	23:53:26	23:53:26	23:53:26			23:53:26	23:53:26		00:00:00	00:00:00		00:00:00	00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:07
146	23:53:27	23:53:27	23:53:27	23:53:27	23:53:27	23:53:27			23:53:27	23:53:27	23:53:27	23:53:27	23:53:33	23:53:33	23:53:33	23:53:33	23:53:33	23:53:33			23:53:34	23:53:34		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
147	23:53:34	23:53:34	23:53:34	23:53:34	23:53:34	23:53:34			23:53:34	23:53:34	23:53:35	23:53:35	23:53:42	23:53:42	23:53:42	23:53:42	23:53:42	23:53:42			23:53:42	23:53:42		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
148	23:53:43	23:53:43	23:53:43	23:53:43	23:53:43	23:53:43			23:53:43	23:53:43	23:53:43	23:53:43	23:53:50	23:53:50	23:53:50	23:53:50	23:53:50	23:53:50			23:53:50	23:53:50		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
149	23:53:50	23:53:50	23:53:50	23:53:50	23:53:51	23:53:51			23:53:51	23:53:51	23:53:51	23:53:51	23:53:57	23:53:57	23:53:57	23:53:57	23:53:57	23:53:57			23:53:58	23:53:58		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
150	23:53:58	23:53:58	23:53:58	23:53:58	23:53:58	23:53:58			23:53:58	23:53:58	23:53:58	23:53:58	23:54:10	23:54:10	23:54:10	23:54:10	23:54:10	23:54:10	23:54:10	23:54:10	23:54:14	23:54:14		00:00:00	00:00:00		00:00:00	00:00:00	00:00:11	00:00:00	00:00:00	00:00:00	00:00:03	00:00:15
