Iteration	car	pt	walk
0	0.7818095351325645	0.2181904648674355	0.0
1	0.731137795743669	0.22887884912614434	0.03998335513018666
2	0.688170253239805	0.23825942218523363	0.07357032457496136
3	0.6509451908215432	0.24651052193556058	0.1025442872428962
4	0.6170491023659493	0.2568065628343835	0.1261443347996671
5	0.5861015337058614	0.2635239567233385	0.15037450957080015
6	0.5574723576269172	0.27116870764475093	0.17135893472833194
7	0.5323029366306028	0.27844489359172514	0.1892521697776721
8	0.5067411722744025	0.2846272738081084	0.208631553917489
9	0.484460825109975	0.29160622993698726	0.2239329449530377
10	0.4642848650576626	0.29750326952799905	0.23821186541433836
11	0.4454404945904173	0.3037569849007252	0.25080252050885743
12	0.4264177862323148	0.3101295922006896	0.2634526215669956
13	0.40883367019379385	0.3147188205920818	0.27644750921412437
14	0.3933896088455594	0.32111520627749374	0.28549518487694686
15	0.37735108786113425	0.3261086672214957	0.29654024491737013
16	0.36317917013434786	0.33021043871121153	0.3066103911544406
17	0.3507430745452384	0.3348710022589466	0.314385923195815
18	0.33736773273094756	0.33854476281060514	0.32408750445844725
19	0.3248603019854952	0.34184995838782545	0.33328973962667935
20	0.31206753061467124	0.3462727380810843	0.34165973130424443
21	0.3025205088574486	0.3490785875639044	0.348400903578647
22	0.29309237902746405	0.35064796100344786	0.3562596599690881
23	0.28385447628106053	0.35375104030436333	0.36239448341457614
24	0.2732017596005231	0.3556652003328974	0.3711330400665795
25	0.26376174057781476	0.35820948757579363	0.3780287718463916
26	0.2531209130900012	0.3628700511235287	0.3840090357864701
27	0.24472714302698848	0.3636904054214719	0.39158245155153965
28	0.23651171085483297	0.36492688146474855	0.3985614076804185
29	0.2291047437878968	0.36562834383545356	0.40526691237664964
30	0.22117465224111282	0.36688859826417786	0.4119367494947093
31	0.21494471525383427	0.3680180715729402	0.41703721317322556
32	0.2079657591249554	0.3689097610272262	0.4231244798478183
33	0.20005944596361908	0.36951610985614075	0.4304244441802402
34	0.19296159790750209	0.37052669123766496	0.436511710854833
35	0.18642254190940435	0.36933777196528356	0.4442396861253121
36	0.18022827250029724	0.37044346688859825	0.4493282606111045
37	0.17389133277850433	0.36848175008916895	0.4576269171323267
38	0.16730472000951135	0.36756628224943527	0.4651289977410534
39	0.1615979075020806	0.3673879443585781	0.47101414813934134
40	0.15644988705266913	0.36654381167518724	0.4770063012721436
41	0.15189632623944835	0.3635239567233385	0.4845797170372132
42	0.1455356081322078	0.3637855189632624	0.4906788729045298
43	0.14013791463559624	0.3645464272975865	0.49531565806681727
44	0.13391986684104148	0.36322672690524316	0.5028534062537153
45	0.12965164665319226	0.3618594697420045	0.5084888836048033
46	0.12553798597075258	0.36021876114611817	0.5142432528831292
47	0.1212340982047319	0.35828082273213646	0.5204850790631316
48	0.11745333491855903	0.35493995957674473	0.5276067055046962
49	0.11281654975627155	0.3546308405659256	0.5325526096778028
50	0.10935679467364166	0.3532992509808584	0.5373439543455
51	0.1039709903697539	0.3531565806681726	0.5428724289620734
52	0.10024967304720009	0.3505885150398288	0.5491618119129711
53	0.09690880989180835	0.347889668291523	0.5552015218166686
54	0.09365117108548329	0.34522648912138865	0.5611223397931281
55	0.09110688384258708	0.342135299013197	0.5667578171442159
56	0.08690999881108073	0.3401260254428724	0.5729639757460468
57	0.08412792771370824	0.33799785994530973	0.577874212340982
58	0.08157175127808822	0.3341933182736892	0.5842349304482226
59	0.0808702889073832	0.3296278682677446	0.5895018428248722
60	0.07789799072642968	0.3265723457377244	0.5955296635358459
61	0.07452145999286648	0.3220663416953989	0.6034121983117346
62	0.07204850790631316	0.3208774224230175	0.6070740696706693
63	0.06930210438711211	0.3171798834859113	0.6135180121269765
64	0.0672571632386161	0.3153251694209963	0.6174176673403876
65	0.06560456545000594	0.3132445606943289	0.6211508738556653
66	0.06311972417072881	0.31086672214956607	0.6260135536797051
67	0.06247770776364285	0.3088693377719653	0.6286529544643918
68	0.059980977291641896	0.3065985019617168	0.6334205207466413
69	0.058221376768517415	0.30173582213767686	0.6400428010938057
70	0.05723457377244085	0.29960765664011413	0.643157769587445
71	0.05561764356200214	0.29868029960765663	0.6457020568303412
72	0.053810486267982405	0.295268101295922	0.6509214124360956
73	0.05356081322078231	0.29116632980620616	0.6552728569730115
74	0.05086196647247652	0.2888360480323386	0.6603019854951849
75	0.048091784567827846	0.2864344311021282	0.665473784330044
76	0.0475448817025324	0.28271311377957437	0.6697420045178932
77	0.04683153013910356	0.27900368564974437	0.6741647842111521
78	0.04561883248127452	0.27600760908334326	0.6783735584353823
79	0.044394245630721675	0.2713827131137796	0.6842230412554987
80	0.043550112947330875	0.26909998811080726	0.6873498989418618
81	0.04218285578409226	0.26509333016288195	0.6927238140530259
82	0.04158839614790156	0.2610747830222328	0.6973368208298657
83	0.04121983117346332	0.2575793603614315	0.7012008084651052
84	0.03935322791582452	0.2551064082748781	0.7055403638092973
85	0.0393413387231007	0.25074307454523836	0.7099155867316609
86	0.03809297348710022	0.2472952086553323	0.7146118178575674
87	0.03746284627273808	0.24453691594340743	0.7180002377838545
88	0.036915943407442635	0.24252764237308286	0.7205564142194745
89	0.03613125668767091	0.23716561645464274	0.7267031268576863
90	0.03601236476043276	0.23590536202591844	0.7280822732136488
91	0.03534656996789918	0.23294495303768875	0.7317084769944121
92	0.03522767804066104	0.22940197360599215	0.7353703483533468
93	0.033824753299250984	0.22826061110450602	0.737914635596243
