Iteration	car	pt	walk
94	0.03339674236119367	0.22471763167280942	0.7418856259659969
95	0.03271905837593627	0.22117465224111282	0.7461062893829509
96	0.03245749613601236	0.2174295565331114	0.7501129473308762
97	0.033135180121269765	0.214385923195815	0.7524788966829152
98	0.03192248246344073	0.21374390678872904	0.7543336107478302
99	0.03125668767090715	0.21049815717512782	0.7582451551539651
100	0.031660920223516825	0.20739507787421235	0.7609440019022709
101	0.031054571394602305	0.20480323386042087	0.7641421947449768
102	0.02956842230412555	0.20344786588990607	0.7669837118059684
103	0.028759957198906193	0.20055879205801927	0.7706812507430746
104	0.029615979075020806	0.19785994530971346	0.7725240756152657
105	0.02947330876233504	0.19481631197241708	0.7757103792652479
106	0.029342527642373082	0.19328260611104506	0.7773748662465818
107	0.029580311496849365	0.1902627511591963	0.7801569373439543
108	0.028236832719058375	0.18818214243252884	0.7835810248484127
109	0.028641065271668053	0.1874925692545476	0.7838663654737843
110	0.02804660563547735	0.1846867197717275	0.7872666745927952
111	0.0285102841517061	0.18188087028890737	0.7896088455593865
112	0.028486505766258472	0.1788491261443348	0.7926643680894068
113	0.028819403162525264	0.17730353109023897	0.7938770657472357
114	0.02651289977410534	0.174295565331114	0.7991915348947807
115	0.028177386755439307	0.17259541077160861	0.7992272024729521
116	0.026750683628581618	0.17074069670669362	0.8025086196647248
117	0.027119248603019855	0.16797051480204495	0.8049102365949352
118	0.026441564617762453	0.16596124123172037	0.8075971941505172
119	0.028213054333610748	0.16553323029366307	0.8062537153727262
120	0.027095470217572228	0.1623707050291285	0.8105338247532993
121	0.026596124123172037	0.16025442872428963	0.8131494471525383
122	0.025835215788847937	0.15860183093567948	0.8155629532754726
123	0.026120556414219474	0.15662822494352632	0.8172512186422541
124	0.0261443347996671	0.15580787064558316	0.8180477945547497
125	0.02537153727261919	0.15332302936630604	0.8213054333610748
126	0.02587088336701938	0.15434549994055405	0.8197836166924266
127	0.02637022946141957	0.1526929021519439	0.8209368683866366
128	0.02543098323623826	0.1506004042325526	0.8239686125312091
129	0.025668767090714542	0.14823445488051362	0.8260967780287718
130	0.026715016050410177	0.14572583521578886	0.827559148733801
131	0.025882772559743195	0.14328855070740698	0.8308286767328499
132	0.026405897039591012	0.1436571156818452	0.8299369872785638
133	0.025454761621685886	0.14334799667102605	0.831197241707288
134	0.025181310189038165	0.14253953156580668	0.8322791582451552
135	0.02528831292355249	0.13892521697776722	0.8357864700986803
136	0.02602544287242896	0.13787896801807156	0.8360955891094994
137	0.025894661752467008	0.13852098442515753	0.8355843538223755
138	0.026596124123172037	0.13432409939365117	0.8390797764831768
139	0.023980501723932946	0.1337415289501843	0.8422779693258827
140	0.02540720485079063	0.13330162881940316	0.8412911663298062
141	0.025359648079895374	0.13232671501605042	0.8423136369040543
142	0.02526453453810486	0.12922363571513495	0.8455118297467602
143	0.025680656283438356	0.1293544168350969	0.8449649268814647
144	0.025751991439781238	0.12948519795505886	0.8447628106051599
145	0.025882772559743195	0.12789204613006777	0.8462251813101891
146	0.02557365354892403	0.1283319462608489	0.8460944001902271
147	0.024824634407323742	0.12525264534538105	0.8499227202472952
148	0.02484841279277137	0.1250267506836286	0.8501248365236
149	0.02514564261086672	0.12443229104743787	0.8504220663416954
150	0.024681964094637975	0.1231839258114374	0.8521341100939246
