pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---pt interaction	1346	4668	2977	2790	1782	1341	864	633	406	162	166	29	8
home---secondary	5015	5650	1270	654	646	677	605	488	499	423	401	369	2235
home---work	7363	7531	3980	2819	2120	2183	1909	1940	2151	2176	1766	1984	10084
pt interaction---home	1294	4644	3010	2796	1771	1250	868	672	413	163	187	28	12
pt interaction---pt interaction	15610	25280	3468	1904	995	770	789	840	779	678	687	653	6625
pt interaction---secondary	2195	2593	1265	815	567	470	188	86	33	40	19	3	0
pt interaction---work	1812	2732	1469	1092	887	677	161	22	15	12	19	0	0
secondary---home	5024	6055	1754	583	524	568	510	459	443	393	341	294	1975
secondary---pt interaction	2291	2675	1113	800	582	488	146	94	28	40	23	3	0
work---home	7445	6901	3899	2161	1897	2061	2021	1868	1871	1739	1539	1473	13204
work---pt interaction	1859	2688	1396	1044	990	635	153	18	14	9	19	0	0

average leg duration: 1534.3686319185865 seconds = 00:25:34
