pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---pt interaction	1847	6545	4363	4015	2576	2139	1431	1074	683	278	272	50	8
home---secondary	1336	1610	474	515	684	982	1126	1234	1307	1267	1026	1076	5988
home---work	3813	4123	1048	1051	1809	2244	2659	2781	3040	2971	2662	2418	9585
pt interaction---home	1812	6533	4416	4022	2538	2029	1418	1139	712	276	299	50	10
pt interaction---pt interaction	28842	47462	6177	1031	752	741	258	161	164	208	70	81	64
pt interaction---secondary	2323	2658	1270	874	608	460	204	82	28	49	24	1	0
pt interaction---work	3486	5185	2677	1981	1634	1279	313	50	31	29	35	0	0
secondary---home	1284	1560	588	507	683	982	1116	1231	1308	1265	1028	1069	5974
secondary---pt interaction	2430	2812	1074	848	629	458	171	90	21	48	29	1	0
work---home	3962	3763	1244	1057	1825	2258	2662	2803	3059	2976	2669	2415	9566
work---pt interaction	3557	5190	2486	1938	1829	1215	314	32	18	28	38	0	0

average leg duration: 1434.5658636462072 seconds = 00:23:54
