pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---pt interaction	2282	7416	4139	3430	2034	1547	1018	703	433	151	188	27	8
home---secondary	4840	6297	1326	611	542	473	435	474	427	336	266	243	1127
home---work	12823	12976	4583	2715	2303	1586	1302	900	790	715	551	532	1561
pt interaction---home	2215	7366	4211	3428	2005	1451	1037	736	449	154	201	27	10
pt interaction---pt interaction	26591	40637	4994	2179	1156	424	280	298	201	1	0	1	0
pt interaction---secondary	2846	3232	1416	871	589	479	195	80	34	40	26	1	0
pt interaction---work	3370	4609	2108	1378	1064	787	174	21	16	15	25	0	0
secondary---home	4638	6204	1738	550	512	461	424	476	433	340	269	241	1118
secondary---pt interaction	2893	3373	1253	854	603	479	161	87	28	41	29	1	0
work---home	10617	14787	6001	2109	1487	1271	1258	1385	1123	733	556	535	1553
work---pt interaction	3434	4543	1996	1353	1179	748	170	15	15	11	25	0	0

average leg duration: 756.938696648014 seconds = 00:12:36
