pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---pt interaction	588	2287	1502	1368	929	795	529	428	249	101	99	21	5
home---secondary	279	406	316	632	924	1339	1596	1861	1928	1974	1647	1668	9372
home---work	789	1007	782	1299	2346	3169	3846	4277	4683	4687	4185	3953	16244
pt interaction---home	589	2251	1492	1393	909	737	526	470	265	97	108	20	7
pt interaction---pt interaction	13012	18010	1603	34	0	0	0	0	0	0	0	0	0
pt interaction---secondary	864	1031	471	354	229	177	72	21	11	20	12	2	0
pt interaction---work	1182	1685	936	681	583	409	111	16	9	10	15	0	0
secondary---home	267	393	338	635	924	1339	1592	1866	1929	1976	1651	1669	9368
secondary---pt interaction	912	1066	406	343	239	165	63	21	8	19	15	2	0
work---home	834	951	792	1300	2346	3178	3854	4287	4704	4682	4186	3953	16232
work---pt interaction	1187	1704	885	637	656	399	97	9	8	8	15	0	0

average leg duration: 2393.224639139423 seconds = 00:39:53
