pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---pt interaction	1871	6615	4243	3948	2497	1996	1318	974	643	263	241	47	9
home---secondary	4893	5658	1208	464	466	447	467	436	406	368	325	286	1628
home---work	11904	11660	4524	2598	1702	1818	1435	1220	1136	910	608	570	2308
pt interaction---home	1819	6554	4338	3963	2464	1885	1313	1030	667	264	266	47	12
pt interaction---pt interaction	25829	42034	6130	2282	1525	1349	1047	434	397	763	385	256	1502
pt interaction---secondary	2664	3240	1545	983	716	543	243	96	43	48	30	3	0
pt interaction---work	2940	4383	2394	1759	1502	1163	250	39	23	22	36	0	0
secondary---home	4692	5734	1517	399	401	425	415	440	411	381	328	280	1624
secondary---pt interaction	2759	3375	1356	967	732	549	192	106	36	46	38	3	0
work---home	10247	12276	5175	2193	1458	1237	1320	1440	1219	1263	703	664	3246
work---pt interaction	3016	4379	2265	1700	1693	1067	242	25	19	22	35	0	0

average leg duration: 894.2464138800425 seconds = 00:14:54
