pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---pt interaction	1530	5565	3677	3348	2177	1882	1187	938	568	234	247	39	8
home---secondary	671	863	397	553	784	1121	1330	1483	1547	1538	1307	1265	7222
home---work	1974	2310	884	1170	2037	2593	3150	3382	3581	3552	3140	2994	11862
pt interaction---home	1502	5531	3701	3383	2156	1758	1184	1014	586	230	274	37	10
pt interaction---pt interaction	25584	40860	4859	732	156	175	161	75	21	0	0	1	0
pt interaction---secondary	1858	2211	1110	742	487	395	178	58	26	39	19	2	0
pt interaction---work	2997	4389	2267	1732	1396	1092	282	46	23	22	29	0	0
secondary---home	658	839	435	561	785	1119	1321	1487	1550	1540	1308	1261	7213
secondary---pt interaction	1933	2341	949	726	494	390	147	64	23	36	24	2	0
work---home	2063	2116	980	1177	2060	2589	3154	3395	3598	3562	3140	2990	11843
work---pt interaction	2983	4468	2125	1677	1585	1027	275	29	19	20	29	0	0

average leg duration: 1672.8278445752971 seconds = 00:27:52
