pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---pt interaction	2784	8336	3869	2866	1600	1146	791	519	316	114	156	21	7
home---secondary	4966	6690	1509	778	623	387	322	330	289	202	153	118	581
home---work	10951	10942	6259	4901	3630	2452	1497	1068	778	625	342	326	866
pt interaction---home	2708	8298	3982	2852	1596	1082	795	549	321	116	169	20	9
pt interaction---pt interaction	25436	35514	4977	2284	1452	460	309	201	108	69	19	3	2
pt interaction---secondary	3217	3492	1430	799	536	447	174	72	31	31	27	2	0
pt interaction---work	3560	4461	1772	1038	723	510	144	13	8	12	26	0	0
secondary---home	4737	6765	1972	670	524	348	291	313	282	205	156	118	576
secondary---pt interaction	3271	3627	1266	769	547	463	139	80	25	30	30	2	0
work---home	9828	14997	7382	4267	2331	1197	917	818	685	611	426	332	865
work---pt interaction	3697	4382	1658	1016	811	491	140	6	11	10	26	0	0

average leg duration: 698.9380517889579 seconds = 00:11:38
