pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---pt interaction	1810	6153	3978	3714	2329	1867	1195	901	595	229	228	44	7
home---secondary	4819	5705	1268	521	480	531	525	463	456	404	338	309	1724
home---work	11272	11512	4239	3096	2090	1598	1730	1557	1422	1018	798	719	2466
pt interaction---home	1761	6109	4044	3716	2319	1746	1216	949	607	231	252	41	12
pt interaction---pt interaction	23748	38539	5259	2467	1775	1574	1035	674	420	312	431	660	1799
pt interaction---secondary	2583	3040	1484	904	685	535	225	90	39	48	27	3	0
pt interaction---work	2694	4128	2203	1628	1334	1066	227	39	20	20	28	0	0
secondary---home	4736	5753	1558	450	428	461	473	427	441	443	335	306	1724
secondary---pt interaction	2657	3203	1277	891	696	546	182	100	34	48	34	3	0
work---home	9750	11074	5143	2882	1870	1476	1390	1289	1469	1904	800	788	3737
work---pt interaction	2780	4099	2068	1591	1500	981	226	24	17	18	28	0	0

average leg duration: 948.234310466061 seconds = 00:15:48
