pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---pt interaction	1893	6523	4239	3899	2520	2131	1401	1028	658	288	292	39	7
home---secondary	2845	3446	757	454	549	744	832	916	936	903	753	728	4217
home---work	8543	8945	1631	869	1333	1686	1964	2016	2090	1989	1795	1647	6604
pt interaction---home	1845	6472	4325	3890	2502	2011	1396	1101	686	283	312	42	10
pt interaction---pt interaction	27823	46473	5832	1621	711	714	474	143	115	264	182	42	1
pt interaction---secondary	2427	2870	1385	924	627	505	214	78	33	36	27	0	0
pt interaction---work	3318	4792	2537	1894	1553	1242	317	54	32	23	30	0	0
secondary---home	2792	3336	960	449	544	722	816	921	941	900	753	722	4198
secondary---pt interaction	2556	2993	1191	907	656	497	172	84	28	37	31	0	0
work---home	8074	8911	2120	848	1348	1701	1976	2045	2135	1991	1793	1652	6587
work---pt interaction	3337	4814	2385	1846	1762	1163	309	32	23	22	30	0	0

average leg duration: 1176.5022486177613 seconds = 00:19:36
