pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---pt interaction	867	3272	2212	2000	1335	1172	755	628	365	161	146	31	6
home---secondary	327	435	338	606	887	1289	1536	1783	1837	1864	1549	1523	8776
home---work	948	1177	783	1268	2268	3018	3671	4046	4393	4346	3886	3713	14893
pt interaction---home	888	3207	2242	2043	1292	1083	768	673	378	163	158	29	9
pt interaction---pt interaction	17821	25438	2232	49	2	1	0	0	0	0	0	0	0
pt interaction---secondary	1175	1393	729	467	288	218	94	36	16	22	16	2	0
pt interaction---work	1762	2593	1374	1054	847	616	169	29	17	13	20	0	0
secondary---home	301	452	347	608	892	1289	1530	1788	1838	1861	1552	1522	8771
secondary---pt interaction	1232	1485	607	449	296	213	80	37	12	24	18	2	0
work---home	983	1094	832	1265	2273	3019	3670	4055	4408	4348	3889	3713	14876
work---pt interaction	1802	2614	1295	998	948	595	167	18	10	11	21	0	0

average leg duration: 2131.102334276391 seconds = 00:35:31
