pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---pt interaction	2418	7731	4123	3353	1878	1401	962	646	402	149	168	23	6
home---secondary	5012	6382	1410	662	551	421	394	416	347	287	206	164	831
home---work	12297	12434	5487	3252	2612	1874	1357	1108	650	605	459	414	1218
pt interaction---home	2336	7691	4220	3361	1863	1306	965	692	412	150	182	22	7
pt interaction---pt interaction	26729	39046	5048	2068	1399	512	310	232	248	137	8	0	0
pt interaction---secondary	3001	3365	1432	883	567	490	190	83	37	42	31	2	0
pt interaction---work	3422	4551	2011	1268	950	694	172	20	13	15	21	0	0
secondary---home	4638	6481	1834	598	496	399	384	409	363	291	208	163	829
secondary---pt interaction	3084	3485	1266	859	577	490	157	86	32	40	35	2	0
work---home	10487	14917	6686	2785	1623	1152	1039	1010	1073	924	486	416	1212
work---pt interaction	3529	4493	1885	1232	1065	666	170	11	12	10	21	0	0

average leg duration: 727.8775893176872 seconds = 00:12:07
