pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---pt interaction	534	2050	1386	1243	823	755	481	384	209	87	93	13	7
home---secondary	243	351	314	637	928	1341	1629	1896	1966	2006	1705	1678	9516
home---work	761	1030	768	1312	2378	3197	3870	4334	4746	4759	4227	3993	16460
pt interaction---home	506	2020	1409	1272	818	704	487	420	219	81	103	12	9
pt interaction---pt interaction	11852	16663	1469	40	0	0	0	0	0	0	0	1	0
pt interaction---secondary	791	954	432	319	199	156	79	22	13	14	14	3	0
pt interaction---work	1056	1528	861	598	514	374	100	19	10	5	4	0	0
secondary---home	248	338	321	637	930	1343	1628	1900	1966	2006	1703	1674	9511
secondary---pt interaction	845	986	370	307	213	154	61	21	10	13	18	3	0
work---home	816	944	800	1318	2373	3195	3874	4346	4754	4752	4225	3995	16452
work---pt interaction	1084	1526	792	575	593	368	93	12	8	5	4	0	0

average leg duration: 2451.3326678173253 seconds = 00:40:51
