pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---pt interaction	990	3832	2487	2279	1498	1318	876	676	391	170	157	31	7
home---secondary	367	488	322	606	875	1261	1497	1709	1781	1827	1491	1503	8516
home---work	1098	1272	790	1247	2251	2969	3500	3895	4234	4233	3789	3538	14339
pt interaction---home	1003	3734	2532	2339	1465	1215	884	729	406	160	177	28	10
pt interaction---pt interaction	19815	29285	2538	63	4	1	0	0	0	0	1	1	0
pt interaction---secondary	1306	1555	757	527	346	263	110	38	14	24	20	3	0
pt interaction---work	2060	3022	1554	1168	949	704	204	28	23	17	20	0	0
secondary---home	318	495	368	607	873	1262	1493	1713	1784	1823	1493	1503	8511
secondary---pt interaction	1389	1611	641	524	348	260	89	40	11	26	21	3	0
work---home	1072	1243	844	1259	2258	2959	3508	3902	4256	4225	3787	3542	14329
work---pt interaction	2061	3079	1463	1102	1090	657	197	19	17	14	21	0	0

average leg duration: 2024.0271375971636 seconds = 00:33:44
