pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---pt interaction	749	2803	1844	1697	1113	1020	635	535	322	121	121	18	8
home---secondary	281	410	324	622	922	1310	1557	1825	1893	1926	1651	1600	8989
home---work	825	1094	775	1295	2317	3097	3712	4174	4566	4512	4013	3818	15616
pt interaction---home	760	2753	1846	1735	1086	949	625	580	343	114	132	17	9
pt interaction---pt interaction	15500	22205	1861	36	3	0	1	0	0	0	1	0	0
pt interaction---secondary	1008	1221	602	412	267	209	90	30	18	19	17	3	0
pt interaction---work	1521	2112	1158	835	711	530	159	24	14	10	16	0	0
secondary---home	286	405	326	622	922	1308	1556	1830	1894	1925	1654	1596	8985
secondary---pt interaction	1070	1260	523	407	270	213	66	31	16	19	19	3	0
work---home	860	1011	823	1300	2318	3097	3715	4187	4582	4515	4015	3821	15607
work---pt interaction	1495	2175	1079	792	817	493	155	10	12	9	16	0	0

average leg duration: 2250.9703084060898 seconds = 00:37:30
