pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---pt interaction	2495	7942	4008	3115	1779	1277	889	571	362	131	157	29	9
home---secondary	5040	6617	1479	733	570	404	344	373	321	229	197	140	694
home---work	11506	12156	6075	4048	2747	1956	1366	1039	877	675	386	371	1003
pt interaction---home	2444	7871	4112	3108	1764	1180	886	617	368	134	169	26	12
pt interaction---pt interaction	25594	37241	4936	2333	1487	520	272	215	197	137	24	2	1
pt interaction---secondary	3066	3334	1449	838	554	456	186	79	34	42	25	2	0
pt interaction---work	3471	4497	1870	1163	859	624	150	17	13	15	20	0	0
secondary---home	4807	6646	1897	636	519	372	320	371	320	236	206	143	691
secondary---pt interaction	3129	3464	1279	807	559	472	148	84	28	42	28	2	0
work---home	10370	15170	6609	3477	2027	1121	879	873	937	854	558	378	1002
work---pt interaction	3586	4392	1766	1162	952	585	152	10	14	10	20	0	0

average leg duration: 714.7325997613682 seconds = 00:11:54
