pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---pt interaction	1513	5281	3380	3136	2011	1570	994	784	489	182	196	39	8
home---secondary	4694	5539	1255	569	608	611	631	592	589	527	418	407	2307
home---work	9702	10680	4465	3200	2462	2300	1817	1695	1782	1760	1300	1092	3525
pt interaction---home	1477	5221	3412	3161	2005	1471	998	835	506	186	217	36	13
pt interaction---pt interaction	19831	31918	4426	2667	1455	968	967	809	721	529	482	382	1998
pt interaction---secondary	2234	2665	1304	844	594	450	194	74	34	44	20	2	0
pt interaction---work	2293	3420	1797	1337	1126	875	196	30	12	15	23	0	0
secondary---home	4640	5634	1582	489	492	532	552	575	565	530	412	402	2322
secondary---pt interaction	2339	2781	1131	827	604	471	146	82	28	43	25	2	0
work---home	8391	9395	4945	2730	2534	2055	1905	1768	1743	1805	1600	1351	5623
work---pt interaction	2326	3411	1692	1301	1253	818	193	20	10	12	23	0	0

average leg duration: 1103.040642054107 seconds = 00:18:23
