pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---pt interaction	1183	4310	2806	2606	1692	1477	987	747	485	206	189	29	6
home---secondary	435	568	340	599	851	1215	1452	1636	1720	1737	1454	1471	8153
home---work	1208	1461	804	1225	2190	2869	3462	3691	4044	4066	3598	3422	13716
pt interaction---home	1175	4266	2826	2645	1661	1362	984	797	501	199	209	27	8
pt interaction---pt interaction	21773	32973	3004	54	2	1	1	1	2	0	1	1	0
pt interaction---secondary	1464	1809	802	595	385	277	130	47	20	28	16	2	0
pt interaction---work	2361	3462	1761	1371	1066	822	218	32	21	14	20	0	0
secondary---home	387	587	369	600	857	1217	1446	1638	1724	1738	1458	1469	8144
secondary---pt interaction	1535	1875	698	579	387	270	111	49	15	33	18	2	0
work---home	1258	1351	859	1227	2205	2866	3462	3714	4071	4066	3601	3427	13708
work---pt interaction	2370	3509	1630	1321	1207	782	200	21	14	15	20	0	0

average leg duration: 1918.0999283004903 seconds = 00:31:58
