pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---pt interaction	2530	7858	4082	3180	1800	1320	897	610	369	133	158	26	8
home---secondary	5004	6501	1491	718	591	412	336	367	337	235	183	163	727
home---work	11979	12145	5807	3666	3038	1726	1429	1083	726	547	426	391	1111
pt interaction---home	2463	7823	4157	3175	1776	1246	903	648	377	132	174	25	9
pt interaction---pt interaction	26080	37723	5076	2362	1395	604	331	220	263	154	60	2	1
pt interaction---secondary	3027	3367	1462	872	565	467	195	81	36	37	31	1	0
pt interaction---work	3423	4561	1920	1178	895	633	149	16	17	16	22	0	0
secondary---home	4838	6536	1852	626	509	394	315	358	334	239	189	166	723
secondary---pt interaction	3107	3500	1267	853	568	487	154	90	29	37	34	1	0
work---home	10236	14848	6635	3272	2221	1147	923	810	894	975	633	422	1107
work---pt interaction	3528	4467	1805	1172	995	606	144	15	15	12	22	0	0

average leg duration: 720.5419149009953 seconds = 00:12:00
