pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---pt interaction	1735	6354	4116	3749	2557	2122	1391	1109	665	279	279	47	8
home---secondary	1028	1314	438	530	726	1049	1194	1321	1370	1348	1144	1111	6415
home---work	3125	3470	994	1089	1831	2336	2859	3015	3179	3143	2798	2607	10265
pt interaction---home	1742	6251	4171	3783	2496	1988	1384	1170	695	274	306	44	12
pt interaction---pt interaction	27971	45850	6054	1032	906	493	154	118	163	102	84	75	23
pt interaction---secondary	2171	2582	1222	849	587	449	197	68	31	38	24	0	0
pt interaction---work	3388	5053	2522	1921	1598	1246	323	54	28	29	31	0	0
secondary---home	1061	1199	531	528	725	1048	1187	1333	1373	1349	1145	1106	6399
secondary---pt interaction	2264	2714	1036	823	601	443	170	81	24	37	29	0	0
work---home	3327	3134	1114	1099	1844	2345	2860	3042	3217	3153	2806	2614	10255
work---pt interaction	3442	5058	2367	1882	1762	1153	319	33	19	27	32	0	0

average leg duration: 1505.3998939901057 seconds = 00:25:05
